symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
MSFT,put,ITM,mid,70.0,262,221,1.186,0.1527,0.7,-0.17415,-0.04069,-0.04824,-10.66166,False
MSFT,put,ITM,mid,75.0,257,221,1.163,0.144,0.75,-0.17495,-0.04179,-0.04859,-10.73949,False
MSFT,put,ITM,mid,80.0,256,221,1.158,0.1367,0.8,-0.16253,-0.03093,-0.03583,-7.91822,False
MSFT,put,ITM,mid,90.0,245,221,1.109,0.102,0.9,-0.16836,-0.05934,-0.06578,-14.53836,False
MSFT,put,ITM,mid,100.0,241,221,1.09,0.0747,1.0,-0.14036,-0.05519,-0.06018,-13.29993,False
MSFT,put,ITM,market,20.0,389,221,1.76,0.4447,0.2,-0.2947,-0.07469,-0.13147,-29.05573,False
MSFT,put,ITM,market,25.0,365,221,1.652,0.4137,0.25,-0.29109,-0.06724,-0.11105,-24.54242,False
MSFT,put,ITM,market,30.0,354,221,1.602,0.3842,0.3,-0.27819,-0.05606,-0.0898,-19.8453,False
MSFT,put,ITM,market,40.0,314,221,1.421,0.2962,0.4,-0.25648,-0.06205,-0.08816,-19.483,False
MSFT,put,ITM,market,50.0,290,221,1.312,0.2276,0.5,-0.22321,-0.05862,-0.07692,-16.99941,False
MSFT,put,ITM,market,60.0,272,221,1.231,0.1838,0.6,-0.21066,-0.06164,-0.07586,-16.76595,False
MSFT,put,ITM,market,70.0,258,221,1.167,0.1473,0.7,-0.1913,-0.06002,-0.07007,-15.48512,False
MSFT,put,ITM,market,75.0,256,221,1.158,0.1406,0.75,-0.19254,-0.05999,-0.0695,-15.35859,False
MSFT,put,ITM,market,80.0,251,221,1.136,0.1195,0.8,-0.18805,-0.06996,-0.07945,-17.55895,False
MSFT,put,ITM,market,90.0,242,221,1.095,0.0868,0.9,-0.17234,-0.07929,-0.08682,-19.18767,False
MSFT,put,ITM,market,100.0,239,221,1.081,0.0669,1.0,-0.14646,-0.06971,-0.07539,-16.66159,False
