symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
META,put,OTM1,mid,25.0,458,221,2.072,0.5939,0.25,-0.51894,-0.06228,-0.12907,-28.52346,False
META,put,OTM1,mid,30.0,421,221,1.905,0.5463,0.3,-0.52867,-0.07595,-0.14468,-31.97532,False
META,put,OTM1,mid,40.0,398,221,1.801,0.5201,0.4,-0.49647,-0.03022,-0.05442,-12.02639,False
META,put,OTM1,mid,50.0,370,221,1.674,0.4622,0.5,-0.4749,-0.02434,-0.04074,-9.00461,False
META,put,OTM1,mid,60.0,324,221,1.466,0.3889,0.6,-0.47284,-0.05563,-0.08155,-18.02303,False
META,put,OTM1,mid,70.0,318,221,1.439,0.3648,0.7,-0.4557,-0.03412,-0.0491,-10.85093,False
META,put,OTM1,mid,75.0,302,221,1.367,0.3411,0.75,-0.45284,-0.0426,-0.05821,-12.86439,False
META,put,OTM1,mid,80.0,297,221,1.344,0.3165,0.8,-0.44642,-0.05193,-0.06979,-15.4229,False
META,put,OTM1,mid,90.0,285,221,1.29,0.2737,0.9,-0.42664,-0.06356,-0.08197,-18.11519,False
META,put,OTM1,mid,100.0,280,221,1.267,0.2643,1.0,-0.44075,-0.05998,-0.07599,-16.7946,False
META,put,OTM1,market,20.0,485,221,2.195,0.6021,0.2,-0.63381,-0.1318,-0.28925,-63.92457,False
META,put,OTM1,market,25.0,453,221,2.05,0.5651,0.25,-0.62257,-0.12946,-0.26537,-58.64708,False
META,put,OTM1,market,30.0,429,221,1.941,0.5361,0.3,-0.61539,-0.12462,-0.24191,-53.46211,False
META,put,OTM1,market,40.0,393,221,1.778,0.4835,0.4,-0.58792,-0.1103,-0.19614,-43.34757,False
META,put,OTM1,market,50.0,351,221,1.588,0.4131,0.5,-0.57463,-0.13069,-0.20757,-45.87374,False
META,put,OTM1,market,60.0,325,221,1.471,0.36,0.6,-0.54862,-0.13511,-0.1987,-43.91208,False
META,put,OTM1,market,70.0,301,221,1.362,0.3289,0.7,-0.5375,-0.13048,-0.17771,-39.2746,False
META,put,OTM1,market,75.0,292,221,1.321,0.3014,0.75,-0.51973,-0.13707,-0.18111,-40.02447,False
META,put,OTM1,market,80.0,291,221,1.317,0.2818,0.8,-0.5091,-0.14021,-0.18462,-40.80163,False
META,put,OTM1,market,90.0,286,221,1.294,0.2657,0.9,-0.50473,-0.13144,-0.1701,-37.59313,False
META,put,OTM1,market,100.0,275,221,1.244,0.2364,1.0,-0.51321,-0.15554,-0.19355,-42.77389,False
META,put,ATM,mid,20.0,526,221,2.38,0.6521,0.2,-0.51809,-0.04983,-0.1186,-26.20957,False
META,put,ATM,mid,25.0,464,221,2.1,0.5948,0.25,-0.51835,-0.06131,-0.12873,-28.44953,False
META,put,ATM,mid,30.0,427,221,1.932,0.5597,0.3,-0.50342,-0.05373,-0.10381,-22.94254,False
META,put,ATM,mid,40.0,391,221,1.769,0.5013,0.4,-0.47168,-0.03473,-0.06144,-13.57809,False
META,put,ATM,mid,50.0,354,221,1.602,0.4548,0.5,-0.4646,-0.0259,-0.04148,-9.16754,False
META,put,ATM,mid,60.0,321,221,1.452,0.3894,0.6,-0.41882,-0.02208,-0.03207,-7.08851,False
META,put,ATM,mid,70.0,305,221,1.38,0.341,0.7,-0.40219,-0.02636,-0.03638,-8.03924,False
META,put,ATM,mid,75.0,303,221,1.371,0.3135,0.75,-0.39557,-0.0364,-0.0499,-11.02811,False
META,put,ATM,mid,80.0,295,221,1.335,0.2949,0.8,-0.40053,-0.04648,-0.06204,-13.71125,False
META,put,ATM,mid,90.0,283,221,1.281,0.2792,0.9,-0.39776,-0.03549,-0.04544,-10.04267,False
META,put,ATM,mid,100.0,271,221,1.226,0.2325,1.0,-0.35828,-0.04252,-0.05213,-11.5216,False
META,put,ATM,market,20.0,490,221,2.217,0.6143,0.2,-0.54271,-0.08647,-0.19173,-42.37226,False
META,put,ATM,market,25.0,441,221,1.995,0.5782,0.25,-0.53984,-0.08313,-0.16589,-36.66094,False
META,put,ATM,market,30.0,436,221,1.973,0.5596,0.3,-0.52502,-0.06331,-0.1249,-27.60371,False
META,put,ATM,market,40.0,373,221,1.688,0.4611,0.4,-0.48627,-0.07759,-0.13095,-28.94087,False
META,put,ATM,market,50.0,345,221,1.561,0.429,0.5,-0.47809,-0.0585,-0.09133,-20.18355,False
META,put,ATM,market,60.0,312,221,1.412,0.3462,0.6,-0.41926,-0.06644,-0.0938,-20.72884,False
META,put,ATM,market,70.0,305,221,1.38,0.3148,0.7,-0.42742,-0.07256,-0.10014,-22.12996,False
META,put,ATM,market,75.0,294,221,1.33,0.2891,0.75,-0.42319,-0.084,-0.11175,-24.69609,False
META,put,ATM,market,80.0,291,221,1.317,0.2784,0.8,-0.4224,-0.08215,-0.10817,-23.905,False
META,put,ATM,market,90.0,282,221,1.276,0.2589,0.9,-0.41473,-0.07439,-0.09492,-20.97813,False
META,put,ATM,market,100.0,273,221,1.235,0.2271,1.0,-0.40602,-0.0867,-0.1071,-23.66925,False
META,put,ITM,mid,20.0,407,221,1.842,0.5061,0.2,-0.28419,-0.03912,-0.07205,-15.92196,False
META,put,ITM,mid,25.0,392,221,1.774,0.477,0.25,-0.29162,-0.03325,-0.05897,-13.03211,False
META,put,ITM,mid,30.0,355,221,1.606,0.4028,0.3,-0.26864,-0.03958,-0.06358,-14.05099,False
META,put,ITM,mid,40.0,324,221,1.466,0.3333,0.4,-0.2531,-0.0354,-0.0519,-11.46938,False
META,put,ITM,mid,50.0,294,221,1.33,0.2585,0.5,-0.22162,-0.03508,-0.04667,-10.31357,False
META,put,ITM,mid,60.0,275,221,1.244,0.2,0.6,-0.22229,-0.05783,-0.07197,-15.90455,False
META,put,ITM,mid,70.0,264,221,1.195,0.1667,0.7,-0.20133,-0.05111,-0.06105,-13.49176,False
META,put,ITM,mid,75.0,262,221,1.186,0.1641,0.75,-0.18768,-0.03379,-0.04006,-8.85271,False
META,put,ITM,mid,80.0,255,221,1.154,0.1216,0.8,-0.16208,-0.04512,-0.05206,-11.50574,False
META,put,ITM,mid,90.0,250,221,1.131,0.104,0.9,-0.14848,-0.03944,-0.04462,-9.86057,False
META,put,ITM,mid,100.0,247,221,1.118,0.0931,1.0,-0.14308,-0.03664,-0.04095,-9.05055,False
META,put,ITM,market,20.0,406,221,1.837,0.4975,0.2,-0.30686,-0.05468,-0.10045,-22.19937,False
META,put,ITM,market,25.0,382,221,1.729,0.445,0.25,-0.28847,-0.04883,-0.08441,-18.65495,False
META,put,ITM,market,30.0,352,221,1.593,0.4006,0.3,-0.28631,-0.05145,-0.08195,-18.11141,False
META,put,ITM,market,40.0,318,221,1.439,0.3333,0.4,-0.26345,-0.0423,-0.06086,-13.45053,False
META,put,ITM,market,50.0,287,221,1.299,0.2439,0.5,-0.23945,-0.0591,-0.07675,-16.96118,False
META,put,ITM,market,60.0,272,221,1.231,0.2132,0.6,-0.23844,-0.05965,-0.07342,-16.22557,False
META,put,ITM,market,70.0,261,221,1.181,0.1609,0.7,-0.20155,-0.05648,-0.0667,-14.74025,False
META,put,ITM,market,75.0,257,221,1.163,0.1245,0.75,-0.17813,-0.06256,-0.07276,-16.07914,False
META,put,ITM,market,80.0,258,221,1.167,0.1279,0.8,-0.16659,-0.04296,-0.05015,-11.08361,False
META,put,ITM,market,90.0,252,221,1.14,0.1071,0.9,-0.16895,-0.05442,-0.06206,-13.71485,False
META,put,ITM,market,100.0,245,221,1.109,0.0857,1.0,-0.16421,-0.06442,-0.07142,-15.78379,False
