date,symbol,direction,moneyness,fill_mode,T_pct,entry_time,exit_time,exit_reason,realized_return
2026-02-17,AAPL,call,ITM,mid,40.0,10:00,10:05,target,0.4
2026-02-17,AAPL,call,ITM,mid,40.0,11:00,13:15,target,0.4
2026-02-17,AAPL,call,ITM,mid,40.0,14:00,16:00,forced,-0.4092
2026-02-18,AAPL,call,ITM,mid,40.0,10:00,12:30,target,0.4
2026-02-18,AAPL,call,ITM,mid,40.0,12:30,12:55,target,0.4
2026-02-18,AAPL,call,ITM,mid,40.0,14:00,16:00,forced,-0.5937
2026-02-19,AAPL,call,ITM,mid,40.0,10:00,12:25,target,0.4
2026-02-19,AAPL,call,ITM,mid,40.0,12:30,13:20,target,0.4
2026-02-19,AAPL,call,ITM,mid,40.0,14:00,15:15,target,0.4
2026-02-19,AAPL,call,ITM,mid,40.0,15:30,16:00,forced,-0.25381
2026-02-20,AAPL,call,ITM,mid,40.0,10:00,10:20,target,0.4
2026-02-20,AAPL,call,ITM,mid,40.0,11:00,16:00,forced,-0.97824
2026-02-23,AAPL,call,ITM,mid,40.0,10:00,10:50,target,0.4
2026-02-23,AAPL,call,ITM,mid,40.0,11:00,11:30,target,0.4
2026-02-23,AAPL,call,ITM,mid,40.0,11:30,16:00,forced,-0.99172
2026-02-24,AAPL,call,ITM,mid,40.0,10:00,10:40,target,0.4
2026-02-24,AAPL,call,ITM,mid,40.0,11:00,16:00,forced,-0.96228
2026-02-25,AAPL,call,ITM,mid,40.0,10:00,10:05,target,0.4
2026-02-25,AAPL,call,ITM,mid,40.0,11:00,16:00,forced,-0.98796
2026-02-26,AAPL,call,ITM,mid,40.0,10:00,10:20,target,0.4
2026-02-26,AAPL,call,ITM,mid,40.0,11:00,11:50,target,0.4
2026-02-26,AAPL,call,ITM,mid,40.0,12:00,14:55,target,0.4
2026-02-26,AAPL,call,ITM,mid,40.0,15:30,16:00,forced,-0.46341
2026-02-27,AAPL,call,ITM,mid,40.0,10:00,13:50,target,0.4
2026-02-27,AAPL,call,ITM,mid,40.0,14:00,16:00,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,09:35,10:55,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,11:00,12:00,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,12:00,12:20,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,12:30,13:20,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,13:30,14:15,target,0.4
2026-03-02,AAPL,call,ITM,mid,40.0,14:30,16:00,forced,-0.16808
2026-03-03,AAPL,call,ITM,mid,40.0,09:35,16:00,forced,-0.97581
2026-03-04,AAPL,call,ITM,mid,40.0,09:35,13:05,target,0.4
2026-03-04,AAPL,call,ITM,mid,40.0,13:30,13:55,target,0.4
2026-03-04,AAPL,call,ITM,mid,40.0,14:00,15:15,target,0.4
2026-03-04,AAPL,call,ITM,mid,40.0,15:30,16:00,forced,-0.29161
2026-03-05,AAPL,call,ITM,mid,40.0,09:35,16:00,forced,-0.04141
2026-03-06,AAPL,call,ITM,mid,40.0,09:35,16:00,forced,-0.97698
2026-03-09,AAPL,call,ITM,mid,40.0,09:35,11:10,target,0.4
2026-03-09,AAPL,call,ITM,mid,40.0,11:30,12:40,target,0.4
2026-03-09,AAPL,call,ITM,mid,40.0,13:30,16:00,forced,-0.98346
2026-03-10,AAPL,call,ITM,mid,40.0,09:35,10:05,target,0.4
