symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMD,put,ATM,mid,60.0,315,220,1.432,0.3429,0.6,-0.36519,-0.03427,-0.04906,-10.79368,False
AMD,put,ATM,mid,70.0,307,220,1.395,0.3225,0.7,-0.35149,-0.01241,-0.01732,-3.80951,False
AMD,put,ATM,mid,75.0,291,220,1.323,0.2955,0.75,-0.34544,-0.0217,-0.02871,-6.3152,False
AMD,put,ATM,mid,80.0,291,220,1.323,0.2852,0.8,-0.32643,-0.00515,-0.00681,-1.49798,False
AMD,put,ATM,mid,90.0,273,220,1.241,0.2344,0.9,-0.30537,-0.02279,-0.02828,-6.22142,False
AMD,put,ATM,mid,100.0,264,220,1.2,0.2121,1.0,-0.2901,-0.01644,-0.01973,-4.34081,False
AMD,put,ATM,market,20.0,459,220,2.086,0.5708,0.2,-0.45964,-0.08311,-0.17341,-38.14944,False
AMD,put,ATM,market,25.0,433,220,1.968,0.5358,0.25,-0.44177,-0.07112,-0.13998,-30.79646,False
AMD,put,ATM,market,30.0,391,220,1.777,0.4808,0.3,-0.43622,-0.08223,-0.14614,-32.15179,False
AMD,put,ATM,market,40.0,348,220,1.582,0.4167,0.4,-0.4277,-0.08283,-0.13102,-28.8241,False
AMD,put,ATM,market,50.0,325,220,1.477,0.36,0.5,-0.40052,-0.07633,-0.11276,-24.80766,False
AMD,put,ATM,market,60.0,303,220,1.377,0.3168,0.6,-0.38271,-0.07135,-0.09827,-21.62026,False
AMD,put,ATM,market,70.0,290,220,1.318,0.2897,0.7,-0.3755,-0.06398,-0.08433,-18.55302,False
AMD,put,ATM,market,75.0,290,220,1.318,0.2931,0.75,-0.3638,-0.03734,-0.04922,-10.82909,False
AMD,put,ATM,market,80.0,286,220,1.3,0.2692,0.8,-0.34077,-0.03364,-0.04373,-9.62133,False
AMD,put,ATM,market,90.0,266,220,1.209,0.2105,0.9,-0.33032,-0.07131,-0.08621,-18.9672,False
AMD,put,ATM,market,100.0,259,220,1.177,0.1892,1.0,-0.32252,-0.07231,-0.08513,-18.72887,False
AMD,put,ITM,mid,20.0,426,219,1.945,0.507,0.2,-0.267,-0.03021,-0.05876,-12.86928,False
AMD,put,ITM,mid,25.0,385,219,1.758,0.4442,0.25,-0.25337,-0.0298,-0.05238,-11.47119,False
AMD,put,ITM,mid,30.0,364,219,1.662,0.4093,0.3,-0.2446,-0.02167,-0.03602,-7.88855,False
AMD,put,ITM,mid,40.0,317,219,1.447,0.3155,0.4,-0.22962,-0.031,-0.04487,-9.82721,False
AMD,put,ITM,mid,50.0,294,219,1.342,0.2619,0.5,-0.21938,-0.03097,-0.04157,-9.10451,False
AMD,put,ITM,mid,60.0,278,219,1.269,0.2194,0.6,-0.19663,-0.02183,-0.02771,-6.06835,False
AMD,put,ITM,mid,70.0,253,219,1.155,0.1542,0.7,-0.18412,-0.04783,-0.05526,-12.102,False
AMD,put,ITM,mid,75.0,248,219,1.132,0.129,0.75,-0.17026,-0.05151,-0.05833,-12.77512,False
AMD,put,ITM,mid,80.0,243,219,1.11,0.107,0.8,-0.15766,-0.0552,-0.06124,-13.41256,False
AMD,put,ITM,mid,90.0,239,219,1.091,0.0879,0.9,-0.15008,-0.05781,-0.06309,-13.81726,False
AMD,put,ITM,mid,100.0,233,219,1.064,0.0687,1.0,-0.13114,-0.05347,-0.05689,-12.45824,False
AMD,put,ITM,market,20.0,391,219,1.785,0.4578,0.2,-0.27545,-0.05779,-0.10318,-22.59625,False
AMD,put,ITM,market,25.0,375,219,1.712,0.432,0.25,-0.26022,-0.0398,-0.06816,-14.92642,False
AMD,put,ITM,market,30.0,351,219,1.603,0.3875,0.3,-0.25605,-0.0406,-0.06507,-14.2501,False
AMD,put,ITM,market,40.0,303,219,1.384,0.2838,0.4,-0.24372,-0.06101,-0.08442,-18.48713,False
AMD,put,ITM,market,50.0,289,219,1.32,0.2457,0.5,-0.23097,-0.05139,-0.06781,-14.85079,False
AMD,put,ITM,market,60.0,270,219,1.233,0.1926,0.6,-0.20548,-0.05035,-0.06208,-13.59472,False
AMD,put,ITM,market,70.0,249,219,1.137,0.1325,0.7,-0.18825,-0.07053,-0.08019,-17.56129,False
AMD,put,ITM,market,75.0,244,219,1.114,0.1066,0.75,-0.17386,-0.07541,-0.08402,-18.40112,False
AMD,put,ITM,market,80.0,241,219,1.1,0.0913,0.8,-0.16765,-0.07932,-0.08728,-19.11537,False
AMD,put,ITM,market,90.0,236,219,1.078,0.0763,0.9,-0.15184,-0.07161,-0.07717,-16.90103,False
AMD,put,ITM,market,100.0,231,219,1.055,0.0649,1.0,-0.14627,-0.07184,-0.07578,-16.59534,False
