date,symbol,direction,moneyness,fill_mode,T_pct,n_trades,total_minutes_in_position,basis,trade1_entry,trade1_exit,trade2_entry,trade2_exit,trade3_entry,trade3_exit
2026-01-05,META,call,ITM,mid,20.0,9,315.0,OPPORTUNITY/HINDSIGHT,09:35,11:50,11:50,11:55,11:55,12:40
2026-01-05,META,call,ITM,mid,25.0,7,325.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,ITM,mid,30.0,7,295.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ITM,mid,40.0,6,295.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,ITM,mid,50.0,5,290.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,13:00,13:00,13:25
2026-01-05,META,call,ITM,mid,60.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ITM,mid,70.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ITM,mid,75.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ITM,mid,80.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:45,12:45,13:00,13:00,13:25
2026-01-05,META,call,ITM,mid,90.0,3,295.0,OPPORTUNITY/HINDSIGHT,09:35,12:45,12:45,13:00,13:00,14:30
2026-01-05,META,call,ITM,mid,100.0,2,295.0,OPPORTUNITY/HINDSIGHT,09:35,13:00,13:00,14:30,,
2026-01-05,META,call,ITM,market,20.0,7,325.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,ITM,market,25.0,7,295.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ITM,market,30.0,6,295.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ITM,market,40.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,13:00,13:00,13:25
2026-01-05,META,call,ITM,market,50.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ITM,market,60.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ITM,market,70.0,4,280.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ITM,market,75.0,3,295.0,OPPORTUNITY/HINDSIGHT,09:35,12:45,12:45,13:00,13:00,14:30
2026-01-05,META,call,ITM,market,80.0,3,295.0,OPPORTUNITY/HINDSIGHT,09:35,12:45,12:45,13:00,13:00,14:30
2026-01-05,META,call,ITM,market,90.0,2,295.0,OPPORTUNITY/HINDSIGHT,09:35,13:00,13:00,14:30,,
2026-01-05,META,call,ITM,market,100.0,2,295.0,OPPORTUNITY/HINDSIGHT,09:35,13:00,13:00,14:30,,
2026-01-05,META,call,ATM,mid,20.0,11,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:50,11:50,11:55,11:55,12:40
2026-01-05,META,call,ATM,mid,25.0,9,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,ATM,mid,30.0,8,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,ATM,mid,40.0,8,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ATM,mid,50.0,8,300.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ATM,mid,60.0,7,300.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,ATM,mid,70.0,6,320.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,ATM,mid,75.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,mid,80.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,mid,90.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,mid,100.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ATM,market,20.0,9,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,ATM,market,25.0,8,310.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,ATM,market,30.0,7,325.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,ATM,market,40.0,8,300.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ATM,market,50.0,7,300.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,ATM,market,60.0,7,300.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,ATM,market,70.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,market,75.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,market,80.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:00,13:25
2026-01-05,META,call,ATM,market,90.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,ATM,market,100.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,13:00,13:25
2026-01-05,META,call,OTM1,mid,20.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM1,mid,25.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM1,mid,30.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM1,mid,40.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,13:00
2026-01-05,META,call,OTM1,mid,50.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,mid,60.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,mid,70.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,mid,75.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,mid,80.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,OTM1,mid,90.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,OTM1,mid,100.0,4,230.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:10,13:20
2026-01-05,META,call,OTM1,market,20.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM1,market,25.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM1,market,30.0,6,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM1,market,40.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,market,50.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,market,60.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:45,13:00
2026-01-05,META,call,OTM1,market,70.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,OTM1,market,75.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,OTM1,market,80.0,5,225.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,12:55,13:00
2026-01-05,META,call,OTM1,market,90.0,4,230.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:10,13:20
2026-01-05,META,call,OTM1,market,100.0,4,230.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,13:00,13:10,13:20
2026-01-05,META,call,OTM2+,mid,20.0,4,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM2+,mid,25.0,4,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM2+,mid,30.0,4,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM2+,mid,40.0,3,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,12:55
2026-01-05,META,call,OTM2+,mid,50.0,3,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,12:55
2026-01-05,META,call,OTM2+,mid,60.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,mid,70.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,mid,75.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,mid,80.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,mid,90.0,2,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,,
2026-01-05,META,call,OTM2+,mid,100.0,2,200.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,12:55,,
2026-01-05,META,call,OTM2+,market,20.0,4,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM2+,market,25.0,4,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:45
2026-01-05,META,call,OTM2+,market,30.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:40,12:40,12:55
2026-01-05,META,call,OTM2+,market,40.0,3,195.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,12:55
2026-01-05,META,call,OTM2+,market,50.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,market,60.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,market,70.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,market,75.0,3,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:45,12:50,13:00
2026-01-05,META,call,OTM2+,market,80.0,2,200.0,OPPORTUNITY/HINDSIGHT,09:35,11:55,11:55,12:55,,
2026-01-05,META,call,OTM2+,market,90.0,2,200.0,OPPORTUNITY/HINDSIGHT,09:35,12:35,12:35,12:55,,
2026-01-05,META,call,OTM2+,market,100.0,2,205.0,OPPORTUNITY/HINDSIGHT,09:35,12:40,12:40,13:00,,
2026-01-05,META,put,OTM1,mid,20.0,11,240.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,mid,25.0,11,240.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,mid,30.0,12,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,mid,40.0,13,230.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,mid,50.0,11,240.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:15,10:20
2026-01-05,META,put,OTM1,mid,60.0,11,220.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:05,10:15,10:20
2026-01-05,META,put,OTM1,mid,70.0,10,230.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:25
2026-01-05,META,put,OTM1,mid,75.0,10,235.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:25
2026-01-05,META,put,OTM1,mid,80.0,8,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,OTM1,mid,90.0,8,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,OTM1,mid,100.0,5,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,10:00,10:20,11:30,11:45
2026-01-05,META,put,OTM1,market,20.0,11,240.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,market,25.0,12,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,market,30.0,12,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,10:00,10:05
2026-01-05,META,put,OTM1,market,40.0,11,240.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:15,10:20
2026-01-05,META,put,OTM1,market,50.0,11,220.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:15,10:20
2026-01-05,META,put,OTM1,market,60.0,11,220.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:05,10:15,10:20
2026-01-05,META,put,OTM1,market,70.0,10,235.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:25
2026-01-05,META,put,OTM1,market,75.0,8,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,OTM1,market,80.0,8,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,OTM1,market,90.0,5,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,10:00,10:20,11:30,11:45
2026-01-05,META,put,OTM1,market,100.0,5,235.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,10:00,10:20,11:40,11:45
2026-01-05,META,put,ATM,mid,20.0,8,285.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ATM,mid,25.0,8,285.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ATM,mid,30.0,9,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ATM,mid,40.0,8,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:05,10:20
2026-01-05,META,put,ATM,mid,50.0,7,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:25
2026-01-05,META,put,ATM,mid,60.0,5,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,ATM,mid,70.0,5,260.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:40,11:45
2026-01-05,META,put,ATM,mid,75.0,4,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ATM,mid,80.0,4,225.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ATM,mid,90.0,4,215.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,10:15,10:20,11:55,12:10
2026-01-05,META,put,ATM,mid,100.0,3,215.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:00,15:50
2026-01-05,META,put,ATM,market,20.0,8,285.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ATM,market,25.0,9,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ATM,market,30.0,8,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:05,10:20
2026-01-05,META,put,ATM,market,40.0,8,270.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:05,10:10,10:20
2026-01-05,META,put,ATM,market,50.0,5,290.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,ATM,market,60.0,5,275.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:15,11:45
2026-01-05,META,put,ATM,market,70.0,4,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ATM,market,75.0,4,225.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ATM,market,80.0,4,215.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,10:15,10:20,11:55,12:10
2026-01-05,META,put,ATM,market,90.0,3,210.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:00,15:45
2026-01-05,META,put,ATM,market,100.0,3,215.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:00,15:50
2026-01-05,META,put,OTM2+,mid,20.0,5,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,12:45,12:50,13:00,13:10
2026-01-05,META,put,OTM2+,mid,25.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,30.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,40.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,50.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,60.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,70.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,75.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,80.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,mid,90.0,4,180.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:05
2026-01-05,META,put,OTM2+,mid,100.0,4,180.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:05
2026-01-05,META,put,OTM2+,market,20.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,25.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,30.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,40.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,50.0,4,170.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,60.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,70.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,75.0,4,175.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:00
2026-01-05,META,put,OTM2+,market,80.0,4,180.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:05
2026-01-05,META,put,OTM2+,market,90.0,4,180.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:05
2026-01-05,META,put,OTM2+,market,100.0,4,180.0,OPPORTUNITY/HINDSIGHT,11:50,12:10,13:00,13:10,13:20,14:05
2026-01-05,META,put,ITM,mid,20.0,9,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,09:55,09:55,10:05
2026-01-05,META,put,ITM,mid,25.0,8,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:05,10:20
2026-01-05,META,put,ITM,mid,30.0,8,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:05,10:10,10:20
2026-01-05,META,put,ITM,mid,40.0,5,285.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,ITM,mid,50.0,4,220.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ITM,mid,60.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,mid,70.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,mid,75.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,mid,80.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,mid,90.0,3,220.0,OPPORTUNITY/HINDSIGHT,09:35,10:20,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,mid,100.0,2,210.0,OPPORTUNITY/HINDSIGHT,09:35,10:20,13:10,15:55,,
2026-01-05,META,put,ITM,market,20.0,8,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:40,09:40,10:05,10:05,10:20
2026-01-05,META,put,ITM,market,25.0,8,280.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:05,10:10,10:20
2026-01-05,META,put,ITM,market,30.0,5,295.0,OPPORTUNITY/HINDSIGHT,09:35,09:45,09:45,10:20,11:15,11:45
2026-01-05,META,put,ITM,market,40.0,4,245.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ITM,market,50.0,4,220.0,OPPORTUNITY/HINDSIGHT,09:35,09:55,09:55,10:20,11:55,12:10
2026-01-05,META,put,ITM,market,60.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,market,70.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,market,75.0,3,205.0,OPPORTUNITY/HINDSIGHT,09:35,10:05,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,market,80.0,3,220.0,OPPORTUNITY/HINDSIGHT,09:35,10:20,11:55,12:10,13:10,15:50
2026-01-05,META,put,ITM,market,90.0,2,210.0,OPPORTUNITY/HINDSIGHT,09:35,10:20,13:10,15:55,,
2026-01-05,META,put,ITM,market,100.0,2,210.0,OPPORTUNITY/HINDSIGHT,09:35,10:20,13:10,15:55,,
2026-01-06,META,call,ITM,mid,20.0,3,120.0,OPPORTUNITY/HINDSIGHT,09:50,10:15,10:25,11:55,12:45,12:50
2026-01-06,META,call,ITM,mid,25.0,3,105.0,OPPORTUNITY/HINDSIGHT,09:50,10:15,10:40,11:55,12:45,12:50
2026-01-06,META,call,ITM,mid,30.0,2,90.0,OPPORTUNITY/HINDSIGHT,10:40,11:55,12:45,13:00,,
2026-01-06,META,call,ITM,mid,40.0,2,90.0,OPPORTUNITY/HINDSIGHT,10:40,11:55,12:45,13:00,,
2026-01-06,META,call,ITM,mid,50.0,1,70.0,OPPORTUNITY/HINDSIGHT,10:45,11:55,,,,
2026-01-06,META,call,ITM,mid,60.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,mid,70.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,mid,75.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,mid,80.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,mid,90.0,1,25.0,OPPORTUNITY/HINDSIGHT,11:30,11:55,,,,
2026-01-06,META,call,ITM,mid,100.0,1,25.0,OPPORTUNITY/HINDSIGHT,11:30,11:55,,,,
2026-01-06,META,call,ITM,market,20.0,3,105.0,OPPORTUNITY/HINDSIGHT,09:50,10:15,10:40,11:55,12:45,12:50
2026-01-06,META,call,ITM,market,25.0,2,90.0,OPPORTUNITY/HINDSIGHT,10:40,11:55,12:45,13:00,,
2026-01-06,META,call,ITM,market,30.0,2,90.0,OPPORTUNITY/HINDSIGHT,10:40,11:55,12:45,13:00,,
2026-01-06,META,call,ITM,market,40.0,1,70.0,OPPORTUNITY/HINDSIGHT,10:45,11:55,,,,
2026-01-06,META,call,ITM,market,50.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,market,60.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,market,70.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,market,75.0,1,65.0,OPPORTUNITY/HINDSIGHT,10:50,11:55,,,,
2026-01-06,META,call,ITM,market,80.0,1,25.0,OPPORTUNITY/HINDSIGHT,11:30,11:55,,,,
2026-01-06,META,call,ITM,market,90.0,1,25.0,OPPORTUNITY/HINDSIGHT,11:30,11:55,,,,
2026-01-06,META,call,ITM,market,100.0,1,25.0,OPPORTUNITY/HINDSIGHT,11:30,11:55,,,,
2026-01-06,META,call,ATM,mid,20.0,5,300.0,OPPORTUNITY/HINDSIGHT,09:45,10:15,10:25,11:55,12:05,12:20
