symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMZN,call,ATM,market,80.0,43,20,2.15,0.6744,0.8,-0.88135,0.25258,0.54306,10.86112,False
AMZN,call,ATM,market,90.0,44,20,2.2,0.6818,0.9,-0.85188,0.34258,0.75368,15.07363,False
AMZN,call,ATM,market,100.0,47,20,2.35,0.7021,1.0,-0.85121,0.44858,1.05415,21.08306,False
AMZN,call,OTM1,mid,20.0,56,20,2.8,0.7679,0.2,-0.55011,0.02587,0.07243,1.44861,False
AMZN,call,OTM1,mid,25.0,56,20,2.8,0.7679,0.25,-0.55011,0.06426,0.17993,3.59861,False
AMZN,call,OTM1,mid,30.0,53,20,2.65,0.7547,0.3,-0.55011,0.09148,0.24243,4.84861,False
AMZN,call,OTM1,mid,40.0,51,20,2.55,0.7451,0.4,-0.54143,0.16003,0.40807,8.1614,False
AMZN,call,OTM1,mid,50.0,51,20,2.55,0.7451,0.5,-0.54143,0.23454,0.59807,11.9614,False
AMZN,call,OTM1,mid,60.0,50,20,2.5,0.74,0.6,-0.55724,0.29912,0.74779,14.95586,False
AMZN,call,OTM1,mid,70.0,52,20,2.6,0.75,0.7,-0.56007,0.38498,1.00096,20.01911,False
AMZN,call,OTM1,mid,75.0,45,20,2.25,0.7111,0.75,-0.55282,0.37363,0.84067,16.81337,False
AMZN,call,OTM1,mid,80.0,45,20,2.25,0.7111,0.8,-0.55282,0.40919,0.92067,18.41337,False
AMZN,call,OTM1,mid,90.0,43,20,2.15,0.6977,0.9,-0.56769,0.45628,0.981,19.62007,False
AMZN,call,OTM1,mid,100.0,45,20,2.25,0.7111,1.0,-0.57051,0.5463,1.22917,24.58332,False
AMZN,call,OTM1,market,20.0,56,20,2.8,0.7679,0.2,-0.56776,0.02177,0.06096,1.21915,False
AMZN,call,OTM1,market,25.0,53,20,2.65,0.7547,0.25,-0.56776,0.04942,0.13096,2.61915,False
AMZN,call,OTM1,market,30.0,53,20,2.65,0.7547,0.3,-0.56776,0.08715,0.23096,4.61915,False
AMZN,call,OTM1,market,40.0,51,20,2.55,0.7451,0.4,-0.55944,0.15544,0.39636,7.92724,False
AMZN,call,OTM1,market,50.0,49,20,2.45,0.7347,0.5,-0.57463,0.21489,0.52649,10.52983,False
AMZN,call,OTM1,market,60.0,52,20,2.6,0.75,0.6,-0.57734,0.30566,0.79473,15.89456,False
AMZN,call,OTM1,market,70.0,45,20,2.25,0.7111,0.7,-0.57038,0.333,0.74925,14.98506,False
AMZN,call,OTM1,market,75.0,45,20,2.25,0.7111,0.75,-0.57038,0.36856,0.82925,16.58506,False
AMZN,call,OTM1,market,80.0,44,20,2.2,0.7045,0.8,-0.58466,0.39089,0.85997,17.19936,False
AMZN,call,OTM1,market,90.0,44,20,2.2,0.7045,0.9,-0.58466,0.46135,1.01497,20.29936,False
AMZN,call,OTM1,market,100.0,44,20,2.2,0.7045,1.0,-0.66691,0.5075,1.11651,22.33011,False
AMZN,call,OTM2+,mid,20.0,48,20,2.4,0.75,0.2,-0.01797,0.14551,0.34922,6.98431,False
AMZN,call,OTM2+,mid,25.0,46,20,2.3,0.7391,0.25,-0.01797,0.18009,0.41422,8.28431,False
AMZN,call,OTM2+,mid,30.0,43,20,2.15,0.7209,0.3,-0.01797,0.21126,0.45422,9.08431,False
AMZN,call,OTM2+,mid,40.0,41,20,2.05,0.7073,0.4,-0.05089,0.26803,0.54946,10.98927,False
AMZN,call,OTM2+,mid,50.0,39,20,1.95,0.6923,0.5,-0.0805,0.32139,0.6267,12.53402,False
AMZN,call,OTM2+,mid,60.0,38,20,1.9,0.6842,0.6,-0.0805,0.38511,0.7317,14.63402,False
AMZN,call,OTM2+,mid,70.0,37,20,1.85,0.6757,0.7,-0.0805,0.44687,0.8267,16.53402,False
AMZN,call,OTM2+,mid,75.0,37,20,1.85,0.6757,0.75,-0.0805,0.48065,0.8892,17.78402,False
AMZN,call,OTM2+,mid,80.0,34,20,1.7,0.6471,0.8,-0.05089,0.49968,0.84946,16.98927,False
AMZN,call,OTM2+,mid,90.0,33,20,1.65,0.6364,0.9,-0.06022,0.55083,0.90887,18.17737,False
AMZN,call,OTM2+,mid,100.0,33,20,1.65,0.6364,1.0,-0.06022,0.61447,1.01387,20.27737,False
AMZN,call,OTM2+,market,20.0,46,20,2.3,0.7391,0.2,-0.05646,0.1331,0.30612,6.12247,False
AMZN,call,OTM2+,market,25.0,43,20,2.15,0.7209,0.25,-0.05646,0.16448,0.35362,7.07247,False
AMZN,call,OTM2+,market,30.0,43,20,2.15,0.7209,0.3,-0.05646,0.20052,0.43112,8.62247,False
AMZN,call,OTM2+,market,40.0,39,20,1.95,0.6923,0.4,-0.11653,0.24107,0.47008,9.40163,False
AMZN,call,OTM2+,market,50.0,39,20,1.95,0.6923,0.5,-0.11653,0.3103,0.60508,12.10163,False
AMZN,call,OTM2+,market,60.0,37,20,1.85,0.6757,0.6,-0.11653,0.36761,0.68008,13.60163,False
AMZN,call,OTM2+,market,70.0,37,20,1.85,0.6757,0.7,-0.11653,0.43518,0.80508,16.10163,False
AMZN,call,OTM2+,market,75.0,34,20,1.7,0.6471,0.75,-0.08809,0.4542,0.77215,15.44295,False
AMZN,call,OTM2+,market,80.0,34,20,1.7,0.6471,0.8,-0.08809,0.48656,0.82715,16.54295,False
AMZN,call,OTM2+,market,90.0,33,20,1.65,0.6364,0.9,-0.09701,0.53745,0.88679,17.73582,False
AMZN,call,OTM2+,market,100.0,33,20,1.65,0.6364,1.0,-0.09701,0.60109,0.99179,19.83582,False
AMZN,put,OTM1,mid,20.0,62,20,3.1,0.8387,0.2,-0.49722,0.08755,0.27139,5.4278,False
AMZN,put,OTM1,mid,25.0,62,20,3.1,0.8387,0.25,-0.49722,0.12948,0.40139,8.0278,False
AMZN,put,OTM1,mid,30.0,59,20,2.95,0.8305,0.3,-0.49722,0.16488,0.48639,9.7278,False
AMZN,put,OTM1,mid,40.0,49,20,2.45,0.7755,0.4,-0.52497,0.19235,0.47127,9.42531,False
AMZN,put,OTM1,mid,50.0,49,20,2.45,0.7551,0.5,-0.42602,0.27322,0.66939,13.38771,False
AMZN,put,OTM1,mid,60.0,47,20,2.35,0.7447,0.6,-0.4971,0.31989,0.75174,15.03486,False
AMZN,put,OTM1,mid,70.0,47,20,2.35,0.7447,0.7,-0.4971,0.39436,0.92674,18.53486,False
AMZN,put,OTM1,mid,75.0,45,20,2.25,0.7333,0.75,-0.4971,0.41744,0.93924,18.78486,False
AMZN,put,OTM1,mid,80.0,45,20,2.25,0.7333,0.8,-0.4971,0.45411,1.02174,20.43486,False
AMZN,put,OTM1,mid,90.0,44,20,2.2,0.75,0.9,-0.37065,0.58234,1.28114,25.62283,False
AMZN,put,OTM1,mid,100.0,43,20,2.15,0.7442,1.0,-0.37065,0.64937,1.39614,27.92283,False
AMZN,put,OTM1,market,20.0,62,20,3.1,0.8387,0.2,-0.51697,0.08436,0.26151,5.23029,False
AMZN,put,OTM1,market,25.0,59,20,2.95,0.8305,0.25,-0.51697,0.12,0.35401,7.08029,False
AMZN,put,OTM1,market,30.0,57,20,2.85,0.8246,0.3,-0.51697,0.15667,0.44651,8.93029,False
AMZN,put,OTM1,market,40.0,49,20,2.45,0.7551,0.4,-0.4693,0.18711,0.45842,9.1684,False
AMZN,put,OTM1,market,50.0,47,20,2.35,0.7447,0.5,-0.51143,0.24176,0.56814,11.36286,False
AMZN,put,OTM1,market,60.0,47,20,2.35,0.7447,0.6,-0.51684,0.31485,0.73989,14.79789,False
AMZN,put,OTM1,market,70.0,44,20,2.2,0.7273,0.7,-0.51684,0.36813,0.80989,16.19789,False
AMZN,put,OTM1,market,75.0,45,20,2.25,0.7333,0.75,-0.51684,0.41218,0.92739,18.54789,False
AMZN,put,OTM1,market,80.0,44,20,2.2,0.7273,0.8,-0.51684,0.44086,0.96989,19.39789,False
AMZN,put,OTM1,market,90.0,43,20,2.15,0.7209,0.9,-0.42993,0.52886,1.13704,22.7408,False
AMZN,put,OTM1,market,100.0,42,20,2.1,0.7381,1.0,-0.39536,0.63455,1.33255,26.65102,False
AMZN,put,ATM,mid,20.0,60,20,3.0,0.8667,0.2,-0.85881,0.05882,0.17647,3.5295,False
