symbol,direction,moneyness,fill_mode,regime,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMD,call,OTM2+,market,Fri-0DTE,70.0,91,92,0.989,0.0769,0.7,-1.0,-0.86923,-0.85978,-79.1,False
AMD,call,OTM2+,market,Fri-0DTE,75.0,91,92,0.989,0.0769,0.75,-1.0,-0.86538,-0.85598,-78.75,False
AMD,call,OTM2+,market,Fri-0DTE,80.0,92,92,1.0,0.087,0.8,-1.0,-0.84348,-0.84348,-77.6,False
AMD,call,OTM2+,market,Fri-0DTE,90.0,91,92,0.989,0.0549,0.9,-1.0,-0.8956,-0.88587,-81.5,False
AMD,call,OTM2+,market,Fri-0DTE,100.0,91,92,0.989,0.0549,1.0,-1.0,-0.89011,-0.88043,-81.0,False
AMD,put,OTM2+,mid,Fri-0DTE,20.0,165,92,1.793,0.497,0.2,-0.27659,-0.03974,-0.07127,-6.55719,False
AMD,put,OTM2+,mid,Fri-0DTE,25.0,163,92,1.772,0.4847,0.25,-0.2819,-0.02411,-0.04271,-3.92967,False
AMD,put,OTM2+,mid,Fri-0DTE,30.0,146,92,1.587,0.411,0.3,-0.30854,-0.05845,-0.09276,-8.53415,False
AMD,put,OTM2+,mid,Fri-0DTE,40.0,135,92,1.467,0.363,0.4,-0.32163,-0.05971,-0.08761,-8.06052,False
AMD,put,OTM2+,mid,Fri-0DTE,50.0,128,92,1.391,0.3281,0.5,-0.31029,-0.04441,-0.06179,-5.68498,False
AMD,put,OTM2+,mid,Fri-0DTE,60.0,127,92,1.38,0.315,0.6,-0.3161,-0.02757,-0.03805,-3.50098,False
AMD,put,OTM2+,mid,Fri-0DTE,70.0,120,92,1.304,0.2833,0.7,-0.31324,-0.02616,-0.03412,-3.13884,False
AMD,put,OTM2+,mid,Fri-0DTE,75.0,118,92,1.283,0.2712,0.75,-0.32498,-0.03346,-0.04291,-3.94799,False
AMD,put,OTM2+,mid,Fri-0DTE,80.0,114,92,1.239,0.2456,0.8,-0.33762,-0.05821,-0.07213,-6.6357,False
AMD,put,OTM2+,mid,Fri-0DTE,90.0,111,92,1.207,0.2252,0.9,-0.33914,-0.06005,-0.07245,-6.66581,False
AMD,put,OTM2+,mid,Fri-0DTE,100.0,112,92,1.217,0.2321,1.0,-0.32278,-0.0157,-0.01912,-1.7587,False
AMD,put,OTM2+,market,Fri-0DTE,20.0,127,92,1.38,0.3071,0.2,-0.99118,-0.62538,-0.8633,-79.42353,False
AMD,put,OTM2+,market,Fri-0DTE,25.0,123,92,1.337,0.2846,0.25,-0.99118,-0.638,-0.85297,-78.47353,False
AMD,put,OTM2+,market,Fri-0DTE,30.0,119,92,1.293,0.2605,0.3,-0.99118,-0.65482,-0.84699,-77.92353,False
AMD,put,OTM2+,market,Fri-0DTE,40.0,115,92,1.25,0.2435,0.4,-0.99108,-0.65238,-0.81547,-75.02353,False
AMD,put,OTM2+,market,Fri-0DTE,50.0,112,92,1.217,0.2232,0.5,-0.99108,-0.65825,-0.80134,-73.72353,False
AMD,put,OTM2+,market,Fri-0DTE,60.0,101,92,1.098,0.1584,0.6,-0.98511,-0.734,-0.80581,-74.13431,False
AMD,put,OTM2+,market,Fri-0DTE,70.0,100,92,1.087,0.15,0.7,-0.98511,-0.73234,-0.79603,-73.23431,False
AMD,put,OTM2+,market,Fri-0DTE,75.0,100,92,1.087,0.15,0.75,-0.98511,-0.72484,-0.78787,-72.48431,False
AMD,put,OTM2+,market,Fri-0DTE,80.0,100,92,1.087,0.15,0.8,-0.98511,-0.71734,-0.77972,-71.73431,False
AMD,put,OTM2+,market,Fri-0DTE,90.0,99,92,1.076,0.1414,0.9,-0.98511,-0.71853,-0.7732,-71.13431,False
AMD,put,OTM2+,market,Fri-0DTE,100.0,100,92,1.087,0.14,1.0,-0.98528,-0.70734,-0.76885,-70.73431,False
AMD,put,OTM1,mid,Fri-0DTE,20.0,204,92,2.217,0.5784,0.2,-0.49538,-0.09315,-0.20655,-19.00285,False
AMD,put,OTM1,mid,Fri-0DTE,25.0,199,92,2.163,0.5678,0.25,-0.49779,-0.07317,-0.15826,-14.56025,False
AMD,put,OTM1,mid,Fri-0DTE,30.0,183,92,1.989,0.5246,0.3,-0.49053,-0.07583,-0.15083,-13.87642,False
AMD,put,OTM1,mid,Fri-0DTE,40.0,164,92,1.783,0.4573,0.4,-0.5437,-0.11213,-0.19989,-18.38961,False
AMD,put,OTM1,mid,Fri-0DTE,50.0,150,92,1.63,0.4133,0.5,-0.54194,-0.11127,-0.18142,-16.69107,False
AMD,put,OTM1,mid,Fri-0DTE,60.0,135,92,1.467,0.3556,0.6,-0.57041,-0.15426,-0.22637,-20.82572,False
AMD,put,OTM1,mid,Fri-0DTE,70.0,136,92,1.478,0.3529,0.7,-0.56209,-0.11665,-0.17243,-15.86392,False
AMD,put,OTM1,mid,Fri-0DTE,75.0,136,92,1.478,0.3529,0.75,-0.57803,-0.10931,-0.16159,-14.86647,False
AMD,put,OTM1,mid,Fri-0DTE,80.0,131,92,1.424,0.3282,0.8,-0.58948,-0.13339,-0.18994,-17.47434,False
AMD,put,OTM1,mid,Fri-0DTE,90.0,125,92,1.359,0.296,0.9,-0.59084,-0.14955,-0.2032,-18.69419,False
AMD,put,OTM1,mid,Fri-0DTE,100.0,127,92,1.38,0.3071,1.0,-0.58862,-0.10077,-0.13911,-12.79842,False
AMD,put,OTM1,market,Fri-0DTE,20.0,149,92,1.62,0.4027,0.2,-0.99583,-0.51429,-0.83292,-76.62873,False
AMD,put,OTM1,market,Fri-0DTE,25.0,141,92,1.533,0.3617,0.25,-0.99525,-0.54484,-0.83502,-76.82223,False
AMD,put,OTM1,market,Fri-0DTE,30.0,144,92,1.565,0.375,0.3,-0.99525,-0.50953,-0.79752,-73.37223,False
AMD,put,OTM1,market,Fri-0DTE,40.0,134,92,1.457,0.3284,0.4,-0.995,-0.53694,-0.78206,-71.94983,False
AMD,put,OTM1,market,Fri-0DTE,50.0,135,92,1.467,0.3333,0.5,-0.99456,-0.49637,-0.72837,-67.01048,False
AMD,put,OTM1,market,Fri-0DTE,60.0,121,92,1.315,0.2562,0.6,-0.98371,-0.57797,-0.76015,-69.93422,False
AMD,put,OTM1,market,Fri-0DTE,70.0,115,92,1.25,0.2174,0.7,-0.98403,-0.61794,-0.77242,-71.06263,False
AMD,put,OTM1,market,Fri-0DTE,75.0,115,92,1.25,0.2174,0.75,-0.98403,-0.60707,-0.75883,-69.81263,False
AMD,put,OTM1,market,Fri-0DTE,80.0,114,92,1.239,0.2105,0.8,-0.98403,-0.60844,-0.75394,-69.36263,False
AMD,put,OTM1,market,Fri-0DTE,90.0,114,92,1.239,0.2105,0.9,-0.98061,-0.58469,-0.72451,-66.6545,False
AMD,put,OTM1,market,Fri-0DTE,100.0,111,92,1.207,0.1892,1.0,-0.98061,-0.6059,-0.73103,-67.2545,False
AMD,put,ATM,mid,Fri-0DTE,20.0,223,92,2.424,0.7265,0.2,-0.67492,-0.03933,-0.09533,-8.77032,False
AMD,put,ATM,mid,Fri-0DTE,25.0,210,92,2.283,0.6762,0.25,-0.69103,-0.05472,-0.12489,-11.49024,False
AMD,put,ATM,mid,Fri-0DTE,30.0,198,92,2.152,0.6616,0.3,-0.67691,-0.03057,-0.06579,-6.0529,False
AMD,put,ATM,mid,Fri-0DTE,40.0,173,92,1.88,0.5607,0.4,-0.68128,-0.07501,-0.14106,-12.9774,False
AMD,put,ATM,mid,Fri-0DTE,50.0,161,92,1.75,0.5093,0.5,-0.64386,-0.06127,-0.10723,-9.86491,False
AMD,put,ATM,mid,Fri-0DTE,60.0,163,92,1.772,0.4969,0.6,-0.68567,-0.04678,-0.08288,-7.62511,False
AMD,put,ATM,mid,Fri-0DTE,70.0,155,92,1.685,0.471,0.7,-0.6785,-0.02927,-0.04931,-4.53677,False
AMD,put,ATM,mid,Fri-0DTE,75.0,145,92,1.576,0.4414,0.75,-0.65125,-0.03277,-0.05164,-4.75096,False
AMD,put,ATM,mid,Fri-0DTE,80.0,137,92,1.489,0.4088,0.8,-0.66016,-0.0633,-0.09427,-8.67256,False
AMD,put,ATM,mid,Fri-0DTE,90.0,136,92,1.478,0.3971,0.9,-0.65728,-0.03895,-0.05757,-5.29668,False
AMD,put,ATM,mid,Fri-0DTE,100.0,130,92,1.413,0.3538,1.0,-0.65284,-0.06799,-0.09607,-8.83849,False
AMD,put,ATM,market,Fri-0DTE,20.0,206,92,2.239,0.6262,0.2,-0.86652,-0.19865,-0.44481,-40.92208,False
AMD,put,ATM,market,Fri-0DTE,25.0,192,92,2.087,0.5885,0.25,-0.82671,-0.19302,-0.40283,-37.06011,False
AMD,put,ATM,market,Fri-0DTE,30.0,179,92,1.946,0.5475,0.3,-0.84473,-0.21801,-0.42416,-39.02311,False
AMD,put,ATM,market,Fri-0DTE,40.0,171,92,1.859,0.5146,0.4,-0.83044,-0.19723,-0.36659,-33.72642,False
AMD,put,ATM,market,Fri-0DTE,50.0,153,92,1.663,0.451,0.5,-0.76253,-0.19315,-0.32122,-29.55219,False
AMD,put,ATM,market,Fri-0DTE,60.0,145,92,1.576,0.4138,0.6,-0.78047,-0.20924,-0.32979,-30.34034,False
AMD,put,ATM,market,Fri-0DTE,70.0,140,92,1.522,0.4071,0.7,-0.78346,-0.17948,-0.27312,-25.12738,False
AMD,put,ATM,market,Fri-0DTE,75.0,132,92,1.435,0.3712,0.75,-0.79616,-0.2222,-0.31882,-29.33104,False
AMD,put,ATM,market,Fri-0DTE,80.0,132,92,1.435,0.3788,0.8,-0.79741,-0.19233,-0.27596,-25.38793,False
AMD,put,ATM,market,Fri-0DTE,90.0,131,92,1.424,0.3435,0.9,-0.72257,-0.1652,-0.23522,-21.64061,False
AMD,put,ATM,market,Fri-0DTE,100.0,127,92,1.38,0.315,1.0,-0.73323,-0.18733,-0.2586,-23.79092,False
AMD,put,ITM,mid,Fri-0DTE,20.0,159,92,1.728,0.4654,0.2,-0.22801,-0.02881,-0.04979,-4.58113,False
AMD,put,ITM,mid,Fri-0DTE,25.0,146,92,1.587,0.3973,0.25,-0.21117,-0.02797,-0.04438,-4.0833,False
AMD,put,ITM,mid,Fri-0DTE,30.0,138,92,1.5,0.3768,0.3,-0.21334,-0.01991,-0.02986,-2.74729,False
AMD,put,ITM,mid,Fri-0DTE,40.0,126,92,1.37,0.3016,0.4,-0.20245,-0.02076,-0.02843,-2.61556,False
AMD,put,ITM,mid,Fri-0DTE,50.0,116,92,1.261,0.2328,0.5,-0.18482,-0.02542,-0.03205,-2.949,False
AMD,put,ITM,mid,Fri-0DTE,60.0,115,92,1.25,0.2,0.6,-0.15626,-0.00501,-0.00626,-0.57632,False
AMD,put,ITM,mid,Fri-0DTE,70.0,111,92,1.207,0.1622,0.7,-0.12905,0.00539,0.0065,0.59829,False
AMD,put,ITM,mid,Fri-0DTE,75.0,109,92,1.185,0.156,0.75,-0.12586,0.01075,0.01273,1.17128,False
