symbol,direction,regime,fill_mode,T_pct,rank,entry_bucket,n,hit_pct,median_min_to_target,low_sample
MSFT,put,Wed-0DTE,mid,100.0,1,13:00,524,35.878,38.0,False
MSFT,put,Wed-0DTE,mid,100.0,2,09:30,710,35.775,76.5,False
MSFT,put,Wed-0DTE,mid,100.0,3,13:30,498,35.542,67.0,False
MSFT,put,Wed-0DTE,mid,100.0,4,14:00,481,34.927,50.0,False
MSFT,put,Wed-0DTE,mid,100.0,5,10:30,710,33.521,141.0,False
MSFT,put,Wed-0DTE,mid,100.0,6,12:30,555,33.333,53.0,False
MSFT,put,Wed-0DTE,mid,100.0,7,12:00,538,32.156,71.0,False
MSFT,put,Wed-0DTE,mid,100.0,8,11:00,621,31.562,145.0,False
MSFT,put,Wed-0DTE,mid,100.0,9,10:00,771,31.258,68.0,False
MSFT,put,Wed-0DTE,mid,100.0,10,14:30,448,29.688,33.0,False
MSFT,put,Wed-0DTE,mid,100.0,11,11:30,568,29.225,101.5,False
MSFT,put,Wed-0DTE,mid,100.0,12,15:00,471,22.718,22.0,False
MSFT,put,Wed-0DTE,mid,100.0,13,15:30,139,10.072,18.5,False
MSFT,put,Wed-0DTE,market,30.0,1,09:30,710,48.31,35.0,False
MSFT,put,Wed-0DTE,market,30.0,2,10:30,710,46.761,35.0,False
MSFT,put,Wed-0DTE,market,30.0,3,12:30,555,45.405,47.0,False
MSFT,put,Wed-0DTE,market,30.0,4,10:00,771,45.006,29.0,False
MSFT,put,Wed-0DTE,market,30.0,5,11:00,621,44.605,77.0,False
MSFT,put,Wed-0DTE,market,30.0,6,13:30,498,43.373,44.5,False
MSFT,put,Wed-0DTE,market,30.0,7,14:00,481,43.243,33.0,False
MSFT,put,Wed-0DTE,market,30.0,8,12:00,538,43.123,44.5,False
MSFT,put,Wed-0DTE,market,30.0,9,13:00,524,42.748,36.5,False
MSFT,put,Wed-0DTE,market,30.0,10,14:30,448,41.071,25.5,False
MSFT,put,Wed-0DTE,market,30.0,11,11:30,568,40.493,63.0,False
MSFT,put,Wed-0DTE,market,30.0,12,15:00,471,31.635,20.0,False
MSFT,put,Wed-0DTE,market,30.0,13,15:30,139,17.266,17.5,False
MSFT,put,Wed-0DTE,market,50.0,1,09:30,710,41.268,48.0,False
MSFT,put,Wed-0DTE,market,50.0,2,10:30,710,38.592,73.5,False
MSFT,put,Wed-0DTE,market,50.0,3,10:00,771,38.003,48.0,False
MSFT,put,Wed-0DTE,market,50.0,4,11:00,621,37.198,99.0,False
MSFT,put,Wed-0DTE,market,50.0,5,13:30,498,36.948,57.0,False
MSFT,put,Wed-0DTE,market,50.0,6,13:00,524,36.832,40.0,False
MSFT,put,Wed-0DTE,market,50.0,7,12:30,555,36.577,54.0,False
MSFT,put,Wed-0DTE,market,50.0,8,14:00,481,36.383,42.0,False
MSFT,put,Wed-0DTE,market,50.0,9,12:00,538,36.059,67.5,False
MSFT,put,Wed-0DTE,market,50.0,10,14:30,448,32.589,31.0,False
MSFT,put,Wed-0DTE,market,50.0,11,11:30,568,32.57,88.0,False
MSFT,put,Wed-0DTE,market,50.0,12,15:00,471,25.902,21.0,False
MSFT,put,Wed-0DTE,market,50.0,13,15:30,139,10.072,17.5,False
MSFT,put,Wed-0DTE,market,75.0,1,09:30,710,36.62,79.0,False
MSFT,put,Wed-0DTE,market,75.0,2,13:00,524,32.634,59.0,False
MSFT,put,Wed-0DTE,market,75.0,3,10:30,710,32.535,156.0,False
MSFT,put,Wed-0DTE,market,75.0,4,13:30,498,31.928,69.0,False
MSFT,put,Wed-0DTE,market,75.0,5,10:00,771,31.647,73.0,False
MSFT,put,Wed-0DTE,market,75.0,6,11:00,621,30.274,157.5,False
MSFT,put,Wed-0DTE,market,75.0,7,14:00,481,30.146,51.0,False
MSFT,put,Wed-0DTE,market,75.0,8,12:30,555,29.369,62.0,False
MSFT,put,Wed-0DTE,market,75.0,9,12:00,538,28.996,75.5,False
MSFT,put,Wed-0DTE,market,75.0,10,14:30,448,27.009,36.0,False
MSFT,put,Wed-0DTE,market,75.0,11,11:30,568,26.937,110.0,False
MSFT,put,Wed-0DTE,market,75.0,12,15:00,471,21.231,26.0,False
MSFT,put,Wed-0DTE,market,75.0,13,15:30,139,8.633,24.5,False
MSFT,put,Wed-0DTE,market,100.0,1,09:30,710,32.676,96.5,False
MSFT,put,Wed-0DTE,market,100.0,2,13:00,524,29.389,88.0,False
MSFT,put,Wed-0DTE,market,100.0,3,10:00,771,27.497,139.5,False
MSFT,put,Wed-0DTE,market,100.0,4,13:30,498,27.309,72.5,False
MSFT,put,Wed-0DTE,market,100.0,5,10:30,710,26.056,181.0,False
MSFT,put,Wed-0DTE,market,100.0,6,14:00,481,25.988,58.0,False
MSFT,put,Wed-0DTE,market,100.0,7,11:00,621,25.604,180.0,False
MSFT,put,Wed-0DTE,market,100.0,8,12:30,555,25.045,85.0,False
MSFT,put,Wed-0DTE,market,100.0,9,14:30,448,25.0,40.0,False
MSFT,put,Wed-0DTE,market,100.0,10,12:00,538,24.907,100.0,False
MSFT,put,Wed-0DTE,market,100.0,11,11:30,568,24.12,137.0,False
MSFT,put,Wed-0DTE,market,100.0,12,15:00,471,16.561,30.0,False
MSFT,put,Wed-0DTE,market,100.0,13,15:30,139,5.755,25.5,False
MSFT,call,Mon-0DTE,mid,30.0,1,09:30,700,63.571,10.0,False
MSFT,call,Mon-0DTE,mid,30.0,2,13:00,574,62.195,18.0,False
MSFT,call,Mon-0DTE,mid,30.0,3,12:00,621,61.192,24.0,False
MSFT,call,Mon-0DTE,mid,30.0,4,10:30,702,56.838,15.0,False
MSFT,call,Mon-0DTE,mid,30.0,5,10:00,774,55.685,13.0,False
MSFT,call,Mon-0DTE,mid,30.0,6,12:30,586,55.631,28.5,False
MSFT,call,Mon-0DTE,mid,30.0,7,11:00,697,55.237,23.0,False
MSFT,call,Mon-0DTE,mid,30.0,8,11:30,639,54.304,30.0,False
MSFT,call,Mon-0DTE,mid,30.0,9,13:30,540,52.407,19.0,False
MSFT,call,Mon-0DTE,mid,30.0,10,15:00,513,51.657,13.0,False
MSFT,call,Mon-0DTE,mid,30.0,11,14:00,529,45.747,15.0,False
MSFT,call,Mon-0DTE,mid,30.0,12,14:30,510,40.196,21.0,False
MSFT,call,Mon-0DTE,mid,30.0,13,15:30,125,40.0,8.0,False
MSFT,call,Mon-0DTE,mid,50.0,1,09:30,700,50.429,17.0,False
MSFT,call,Mon-0DTE,mid,50.0,2,13:00,574,46.69,26.0,False
MSFT,call,Mon-0DTE,mid,50.0,3,12:00,621,46.055,43.0,False
MSFT,call,Mon-0DTE,mid,50.0,4,12:30,586,41.638,43.0,False
MSFT,call,Mon-0DTE,mid,50.0,5,10:00,774,40.568,22.0,False
MSFT,call,Mon-0DTE,mid,50.0,6,10:30,702,40.313,30.0,False
MSFT,call,Mon-0DTE,mid,50.0,7,11:00,697,40.172,43.0,False
MSFT,call,Mon-0DTE,mid,50.0,8,11:30,639,40.063,42.0,False
MSFT,call,Mon-0DTE,mid,50.0,9,13:30,540,36.111,26.0,False
MSFT,call,Mon-0DTE,mid,50.0,10,15:00,513,32.359,15.0,False
MSFT,call,Mon-0DTE,mid,50.0,11,14:30,510,28.039,29.0,False
MSFT,call,Mon-0DTE,mid,50.0,12,14:00,529,27.788,18.0,False
MSFT,call,Mon-0DTE,mid,50.0,13,15:30,125,23.2,8.0,False
MSFT,call,Mon-0DTE,mid,75.0,1,09:30,700,39.571,26.0,False
MSFT,call,Mon-0DTE,mid,75.0,2,13:00,574,33.972,33.0,False
MSFT,call,Mon-0DTE,mid,75.0,3,12:00,621,32.85,65.0,False
MSFT,call,Mon-0DTE,mid,75.0,4,12:30,586,31.058,58.0,False
MSFT,call,Mon-0DTE,mid,75.0,5,10:00,774,29.457,21.5,False
MSFT,call,Mon-0DTE,mid,75.0,6,11:00,697,29.268,49.5,False
MSFT,call,Mon-0DTE,mid,75.0,7,11:30,639,28.795,63.0,False
MSFT,call,Mon-0DTE,mid,75.0,8,10:30,702,26.496,42.0,False
MSFT,call,Mon-0DTE,mid,75.0,9,13:30,540,25.926,35.0,False
MSFT,call,Mon-0DTE,mid,75.0,10,15:00,513,25.146,17.0,False
MSFT,call,Mon-0DTE,mid,75.0,11,14:30,510,21.176,38.0,False
MSFT,call,Mon-0DTE,mid,75.0,12,14:00,529,18.715,25.0,False
MSFT,call,Mon-0DTE,mid,75.0,13,15:30,125,15.2,6.0,False
MSFT,call,Mon-0DTE,mid,100.0,1,09:30,700,30.143,38.0,False
MSFT,call,Mon-0DTE,mid,100.0,2,13:00,574,26.481,38.5,False
MSFT,call,Mon-0DTE,mid,100.0,3,12:00,621,23.833,78.5,False
MSFT,call,Mon-0DTE,mid,100.0,4,11:00,697,23.099,60.0,False
MSFT,call,Mon-0DTE,mid,100.0,5,10:00,774,22.739,25.0,False
MSFT,call,Mon-0DTE,mid,100.0,6,12:30,586,22.184,72.5,False
MSFT,call,Mon-0DTE,mid,100.0,7,11:30,639,20.814,82.0,False
MSFT,call,Mon-0DTE,mid,100.0,8,13:30,540,20.37,44.5,False
MSFT,call,Mon-0DTE,mid,100.0,9,15:00,513,19.688,18.0,False
MSFT,call,Mon-0DTE,mid,100.0,10,10:30,702,18.376,45.0,False
MSFT,call,Mon-0DTE,mid,100.0,11,14:30,510,15.882,39.0,False
MSFT,call,Mon-0DTE,mid,100.0,12,14:00,529,14.178,54.0,False
MSFT,call,Mon-0DTE,mid,100.0,13,15:30,125,11.2,6.0,False
MSFT,call,Mon-0DTE,market,30.0,1,09:30,700,51.429,14.0,False
MSFT,call,Mon-0DTE,market,30.0,2,10:00,774,42.377,24.0,False
MSFT,call,Mon-0DTE,market,30.0,3,11:00,697,41.32,41.0,False
MSFT,call,Mon-0DTE,market,30.0,4,13:00,574,40.941,34.0,False
MSFT,call,Mon-0DTE,market,30.0,5,10:30,702,39.174,30.0,False
MSFT,call,Mon-0DTE,market,30.0,6,12:00,621,38.325,42.0,False
MSFT,call,Mon-0DTE,market,30.0,7,12:30,586,37.201,48.5,False
MSFT,call,Mon-0DTE,market,30.0,8,11:30,639,36.62,40.0,False
MSFT,call,Mon-0DTE,market,30.0,9,13:30,540,33.889,32.0,False
MSFT,call,Mon-0DTE,market,30.0,10,15:00,513,32.164,19.0,False
MSFT,call,Mon-0DTE,market,30.0,11,14:00,529,25.709,24.5,False
MSFT,call,Mon-0DTE,market,30.0,12,14:30,510,24.118,34.0,False
MSFT,call,Mon-0DTE,market,30.0,13,15:30,125,24.0,12.0,False
MSFT,call,Mon-0DTE,market,50.0,1,09:30,700,41.429,23.0,False
MSFT,call,Mon-0DTE,market,50.0,2,10:00,774,31.137,29.0,False
MSFT,call,Mon-0DTE,market,50.0,3,13:00,574,30.662,44.0,False
MSFT,call,Mon-0DTE,market,50.0,4,11:00,697,29.986,55.0,False
MSFT,call,Mon-0DTE,market,50.0,5,12:00,621,29.63,68.0,False
MSFT,call,Mon-0DTE,market,50.0,6,11:30,639,28.795,62.0,False
MSFT,call,Mon-0DTE,market,50.0,7,10:30,702,27.92,44.5,False
MSFT,call,Mon-0DTE,market,50.0,8,12:30,586,27.304,64.5,False
MSFT,call,Mon-0DTE,market,50.0,9,13:30,540,24.815,40.0,False
MSFT,call,Mon-0DTE,market,50.0,10,15:00,513,23.392,20.0,False
MSFT,call,Mon-0DTE,market,50.0,11,14:30,510,19.608,41.0,False
MSFT,call,Mon-0DTE,market,50.0,12,15:30,125,18.4,15.0,False
MSFT,call,Mon-0DTE,market,50.0,13,14:00,529,18.147,53.0,False
MSFT,call,Mon-0DTE,market,75.0,1,09:30,700,31.286,36.0,False
MSFT,call,Mon-0DTE,market,75.0,2,13:00,574,23.345,49.0,False
MSFT,call,Mon-0DTE,market,75.0,3,10:00,774,23.256,28.5,False
MSFT,call,Mon-0DTE,market,75.0,4,11:00,697,21.377,67.0,False
MSFT,call,Mon-0DTE,market,75.0,5,12:00,621,21.256,88.5,False
MSFT,call,Mon-0DTE,market,75.0,6,11:30,639,20.344,93.5,False
MSFT,call,Mon-0DTE,market,75.0,7,12:30,586,19.625,83.0,False
MSFT,call,Mon-0DTE,market,75.0,8,10:30,702,19.088,54.0,False
MSFT,call,Mon-0DTE,market,75.0,9,13:30,540,19.074,58.0,False
MSFT,call,Mon-0DTE,market,75.0,10,15:00,513,16.959,20.0,False
MSFT,call,Mon-0DTE,market,75.0,11,14:30,510,14.706,46.0,False
MSFT,call,Mon-0DTE,market,75.0,12,14:00,529,12.476,59.5,False
MSFT,call,Mon-0DTE,market,75.0,13,15:30,125,9.6,9.0,False
MSFT,call,Mon-0DTE,market,100.0,1,09:30,700,23.286,50.0,False
MSFT,call,Mon-0DTE,market,100.0,2,10:00,774,17.829,27.0,False
MSFT,call,Mon-0DTE,market,100.0,3,13:00,574,17.073,47.0,False
MSFT,call,Mon-0DTE,market,100.0,4,11:00,697,16.069,105.5,False
MSFT,call,Mon-0DTE,market,100.0,5,12:00,621,14.815,97.5,False
MSFT,call,Mon-0DTE,market,100.0,6,11:30,639,14.085,98.0,False
MSFT,call,Mon-0DTE,market,100.0,7,13:30,540,13.519,90.0,False
MSFT,call,Mon-0DTE,market,100.0,8,12:30,586,13.481,82.0,False
MSFT,call,Mon-0DTE,market,100.0,9,15:00,513,12.671,20.0,False
MSFT,call,Mon-0DTE,market,100.0,10,10:30,702,12.108,59.0,False
MSFT,call,Mon-0DTE,market,100.0,11,14:30,510,10.588,43.5,False
MSFT,call,Mon-0DTE,market,100.0,12,14:00,529,9.452,66.0,False
MSFT,call,Mon-0DTE,market,100.0,13,15:30,125,7.2,9.0,False
MSFT,put,Mon-0DTE,mid,30.0,1,10:30,616,70.942,16.0,False
MSFT,put,Mon-0DTE,mid,30.0,2,10:00,695,67.626,14.0,False
MSFT,put,Mon-0DTE,mid,30.0,3,11:00,566,64.311,19.0,False
MSFT,put,Mon-0DTE,mid,30.0,4,12:00,493,62.475,18.0,False
MSFT,put,Mon-0DTE,mid,30.0,5,11:30,509,61.69,20.5,False
MSFT,put,Mon-0DTE,mid,30.0,6,12:30,466,60.73,24.0,False
MSFT,put,Mon-0DTE,mid,30.0,7,13:00,445,57.978,21.0,False
MSFT,put,Mon-0DTE,mid,30.0,8,13:30,425,57.176,26.0,False
MSFT,put,Mon-0DTE,mid,30.0,9,14:30,404,55.198,11.0,False
MSFT,put,Mon-0DTE,mid,30.0,10,14:00,406,55.172,30.0,False
MSFT,put,Mon-0DTE,mid,30.0,11,09:30,646,50.619,20.0,False
MSFT,put,Mon-0DTE,mid,30.0,12,15:00,446,33.857,11.0,False
MSFT,put,Mon-0DTE,mid,30.0,13,15:30,120,30.0,11.0,False
MSFT,put,Mon-0DTE,mid,50.0,1,10:30,616,57.305,26.0,False
MSFT,put,Mon-0DTE,mid,50.0,2,11:00,566,53.357,30.0,False
MSFT,put,Mon-0DTE,mid,50.0,3,10:00,695,52.95,27.0,False
MSFT,put,Mon-0DTE,mid,50.0,4,12:00,493,49.087,24.0,False
MSFT,put,Mon-0DTE,mid,50.0,5,12:30,466,46.996,29.0,False
MSFT,put,Mon-0DTE,mid,50.0,6,11:30,509,46.562,34.0,False
MSFT,put,Mon-0DTE,mid,50.0,7,13:00,445,44.27,31.0,False
MSFT,put,Mon-0DTE,mid,50.0,8,14:00,406,43.103,35.0,False
MSFT,put,Mon-0DTE,mid,50.0,9,13:30,425,41.412,48.0,False
MSFT,put,Mon-0DTE,mid,50.0,10,09:30,646,38.545,36.0,False
MSFT,put,Mon-0DTE,mid,50.0,11,14:30,404,38.119,14.0,False
MSFT,put,Mon-0DTE,mid,50.0,12,15:00,446,19.058,11.0,False
MSFT,put,Mon-0DTE,mid,50.0,13,15:30,120,15.0,11.5,False
MSFT,put,Mon-0DTE,mid,75.0,1,10:30,616,47.403,37.0,False
MSFT,put,Mon-0DTE,mid,75.0,2,10:00,695,43.022,38.0,False
MSFT,put,Mon-0DTE,mid,75.0,3,11:00,566,42.756,40.0,False
MSFT,put,Mon-0DTE,mid,75.0,4,12:30,466,41.202,34.5,False
MSFT,put,Mon-0DTE,mid,75.0,5,11:30,509,36.542,45.0,False
MSFT,put,Mon-0DTE,mid,75.0,6,12:00,493,34.888,35.5,False
MSFT,put,Mon-0DTE,mid,75.0,7,14:00,406,34.729,39.0,False
MSFT,put,Mon-0DTE,mid,75.0,8,13:00,445,33.034,39.0,False
MSFT,put,Mon-0DTE,mid,75.0,9,13:30,425,30.353,65.0,False
MSFT,put,Mon-0DTE,mid,75.0,10,09:30,646,29.102,69.5,False
MSFT,put,Mon-0DTE,mid,75.0,11,14:30,404,28.713,16.0,False
MSFT,put,Mon-0DTE,mid,75.0,12,15:00,446,13.901,16.0,False
MSFT,put,Mon-0DTE,mid,75.0,13,15:30,120,10.0,12.0,False
MSFT,put,Mon-0DTE,mid,100.0,1,10:30,616,41.883,44.0,False
MSFT,put,Mon-0DTE,mid,100.0,2,10:00,695,36.115,43.0,False
MSFT,put,Mon-0DTE,mid,100.0,3,11:00,566,35.866,52.0,False
MSFT,put,Mon-0DTE,mid,100.0,4,12:30,466,34.335,38.5,False
MSFT,put,Mon-0DTE,mid,100.0,5,11:30,509,31.827,51.0,False
MSFT,put,Mon-0DTE,mid,100.0,6,14:00,406,29.557,42.0,False
MSFT,put,Mon-0DTE,mid,100.0,7,12:00,493,28.6,45.0,False
MSFT,put,Mon-0DTE,mid,100.0,8,13:00,445,26.067,43.0,False
MSFT,put,Mon-0DTE,mid,100.0,9,14:30,404,24.505,19.0,False
MSFT,put,Mon-0DTE,mid,100.0,10,09:30,646,21.981,71.0,False
MSFT,put,Mon-0DTE,mid,100.0,11,13:30,425,21.647,67.5,False
MSFT,put,Mon-0DTE,mid,100.0,12,15:00,446,10.987,21.0,False
MSFT,put,Mon-0DTE,mid,100.0,13,15:30,120,6.667,12.0,False
MSFT,put,Mon-0DTE,market,30.0,1,10:30,616,54.545,26.0,False
MSFT,put,Mon-0DTE,market,30.0,2,10:00,695,52.518,29.0,False
MSFT,put,Mon-0DTE,market,30.0,3,11:00,566,51.59,34.0,False
MSFT,put,Mon-0DTE,market,30.0,4,11:30,509,46.169,34.0,False
MSFT,put,Mon-0DTE,market,30.0,5,12:00,493,44.625,28.5,False
MSFT,put,Mon-0DTE,market,30.0,6,12:30,466,43.348,30.5,False
MSFT,put,Mon-0DTE,market,30.0,7,13:00,445,42.697,35.5,False
MSFT,put,Mon-0DTE,market,30.0,8,09:30,646,41.176,38.5,False
MSFT,put,Mon-0DTE,market,30.0,9,13:30,425,38.588,53.5,False
MSFT,put,Mon-0DTE,market,30.0,10,14:00,406,37.438,36.0,False
MSFT,put,Mon-0DTE,market,30.0,11,14:30,404,34.653,16.5,False
MSFT,put,Mon-0DTE,market,30.0,12,15:00,446,18.161,21.0,False
MSFT,put,Mon-0DTE,market,30.0,13,15:30,120,14.167,12.0,False
MSFT,put,Mon-0DTE,market,50.0,1,10:30,616,44.968,37.0,False
MSFT,put,Mon-0DTE,market,50.0,2,10:00,695,42.158,41.0,False
MSFT,put,Mon-0DTE,market,50.0,3,11:00,566,42.049,40.0,False
MSFT,put,Mon-0DTE,market,50.0,4,11:30,509,37.525,45.0,False
MSFT,put,Mon-0DTE,market,50.0,5,12:30,466,36.91,35.0,False
MSFT,put,Mon-0DTE,market,50.0,6,12:00,493,33.874,38.0,False
MSFT,put,Mon-0DTE,market,50.0,7,13:00,445,33.708,42.0,False
MSFT,put,Mon-0DTE,market,50.0,8,09:30,646,31.889,65.0,False
MSFT,put,Mon-0DTE,market,50.0,9,14:00,406,30.296,40.0,False
MSFT,put,Mon-0DTE,market,50.0,10,13:30,425,28.471,64.0,False
MSFT,put,Mon-0DTE,market,50.0,11,14:30,404,26.733,21.0,False
MSFT,put,Mon-0DTE,market,50.0,12,15:00,446,12.332,21.0,False
MSFT,put,Mon-0DTE,market,50.0,13,15:30,120,10.0,13.0,False
MSFT,put,Mon-0DTE,market,75.0,1,10:30,616,37.825,49.0,False
MSFT,put,Mon-0DTE,market,75.0,2,10:00,695,34.964,46.0,False
MSFT,put,Mon-0DTE,market,75.0,3,11:00,566,32.862,51.0,False
MSFT,put,Mon-0DTE,market,75.0,4,11:30,509,31.041,47.0,False
MSFT,put,Mon-0DTE,market,75.0,5,12:30,466,27.468,43.5,False
MSFT,put,Mon-0DTE,market,75.0,6,12:00,493,25.355,51.0,False
MSFT,put,Mon-0DTE,market,75.0,7,09:30,646,24.613,73.0,False
MSFT,put,Mon-0DTE,market,75.0,8,14:00,406,24.384,46.0,False
MSFT,put,Mon-0DTE,market,75.0,9,13:00,445,23.146,54.0,False
MSFT,put,Mon-0DTE,market,75.0,10,13:30,425,21.176,73.0,False
MSFT,put,Mon-0DTE,market,75.0,11,14:30,404,18.564,22.0,False
MSFT,put,Mon-0DTE,market,75.0,12,15:00,446,8.969,25.5,False
MSFT,put,Mon-0DTE,market,75.0,13,15:30,120,6.667,19.5,False
MSFT,put,Mon-0DTE,market,100.0,1,10:30,616,31.331,60.0,False
MSFT,put,Mon-0DTE,market,100.0,2,10:00,695,29.065,51.0,False
MSFT,put,Mon-0DTE,market,100.0,3,11:00,566,27.208,59.0,False
MSFT,put,Mon-0DTE,market,100.0,4,11:30,509,24.951,56.0,False
MSFT,put,Mon-0DTE,market,100.0,5,12:30,466,23.391,51.0,False
MSFT,put,Mon-0DTE,market,100.0,6,14:00,406,19.212,46.0,False
MSFT,put,Mon-0DTE,market,100.0,7,09:30,646,18.266,70.5,False
MSFT,put,Mon-0DTE,market,100.0,8,12:00,493,17.444,67.0,False
MSFT,put,Mon-0DTE,market,100.0,9,13:00,445,16.629,87.5,False
MSFT,put,Mon-0DTE,market,100.0,10,14:30,404,15.842,25.5,False
MSFT,put,Mon-0DTE,market,100.0,11,13:30,425,14.588,72.0,False
MSFT,put,Mon-0DTE,market,100.0,12,15:00,446,6.726,32.0,False
MSFT,put,Mon-0DTE,market,100.0,13,15:30,120,5.833,19.0,False
NVDA,call,Fri-0DTE,mid,30.0,1,09:30,3569,28.299,21.0,False
NVDA,call,Fri-0DTE,mid,30.0,2,10:30,3791,25.64,34.0,False
NVDA,call,Fri-0DTE,mid,30.0,3,10:00,4057,24.599,24.5,False
NVDA,call,Fri-0DTE,mid,30.0,4,11:00,3605,23.634,29.0,False
NVDA,call,Fri-0DTE,mid,30.0,5,11:30,3425,22.307,46.0,False
NVDA,call,Fri-0DTE,mid,30.0,6,12:00,3280,22.195,36.5,False
NVDA,call,Fri-0DTE,mid,30.0,7,13:00,3044,20.762,32.0,False
NVDA,call,Fri-0DTE,mid,30.0,8,12:30,3225,19.597,39.0,False
NVDA,call,Fri-0DTE,mid,30.0,9,13:30,3007,17.958,32.0,False
NVDA,call,Fri-0DTE,mid,30.0,10,14:00,3012,15.405,21.0,False
NVDA,call,Fri-0DTE,mid,30.0,11,14:30,3031,12.042,21.0,False
NVDA,call,Fri-0DTE,mid,30.0,12,15:00,3231,8.635,14.0,False
NVDA,call,Fri-0DTE,mid,30.0,13,15:30,664,7.229,11.0,False
NVDA,call,Fri-0DTE,mid,50.0,1,09:30,3569,18.661,26.5,False
NVDA,call,Fri-0DTE,mid,50.0,2,10:30,3791,16.355,42.0,False
NVDA,call,Fri-0DTE,mid,50.0,3,10:00,4057,15.652,30.0,False
NVDA,call,Fri-0DTE,mid,50.0,4,11:00,3605,14.674,34.0,False
NVDA,call,Fri-0DTE,mid,50.0,5,12:00,3280,13.598,50.0,False
NVDA,call,Fri-0DTE,mid,50.0,6,13:00,3044,13.141,38.0,False
NVDA,call,Fri-0DTE,mid,50.0,7,11:30,3425,13.139,58.0,False
NVDA,call,Fri-0DTE,mid,50.0,8,12:30,3225,11.938,50.0,False
NVDA,call,Fri-0DTE,mid,50.0,9,13:30,3007,10.542,37.0,False
NVDA,call,Fri-0DTE,mid,50.0,10,14:00,3012,9.495,25.5,False
NVDA,call,Fri-0DTE,mid,50.0,11,14:30,3031,7.687,26.0,False
NVDA,call,Fri-0DTE,mid,50.0,12,15:00,3231,5.478,17.0,False
NVDA,call,Fri-0DTE,mid,50.0,13,15:30,664,5.12,14.5,False
NVDA,call,Fri-0DTE,mid,75.0,1,09:30,3569,13.421,35.0,False
NVDA,call,Fri-0DTE,mid,75.0,2,10:00,4057,10.919,40.0,False
NVDA,call,Fri-0DTE,mid,75.0,3,10:30,3791,10.71,48.5,False
NVDA,call,Fri-0DTE,mid,75.0,4,11:00,3605,9.792,54.0,False
NVDA,call,Fri-0DTE,mid,75.0,5,13:00,3044,9.133,44.0,False
NVDA,call,Fri-0DTE,mid,75.0,6,12:00,3280,9.085,67.0,False
NVDA,call,Fri-0DTE,mid,75.0,7,11:30,3425,8.701,73.5,False
NVDA,call,Fri-0DTE,mid,75.0,8,12:30,3225,8.62,56.0,False
NVDA,call,Fri-0DTE,mid,75.0,9,13:30,3007,7.05,46.0,False
NVDA,call,Fri-0DTE,mid,75.0,10,14:00,3012,6.64,29.0,False
NVDA,call,Fri-0DTE,mid,75.0,11,14:30,3031,5.279,33.0,False
NVDA,call,Fri-0DTE,mid,75.0,12,15:00,3231,3.776,27.0,False
NVDA,call,Fri-0DTE,mid,75.0,13,15:30,664,3.163,19.0,False
NVDA,call,Fri-0DTE,mid,100.0,1,09:30,3569,10.255,41.0,False
NVDA,call,Fri-0DTE,mid,100.0,2,10:00,4057,8.405,50.0,False
NVDA,call,Fri-0DTE,mid,100.0,3,10:30,3791,7.913,49.5,False
NVDA,call,Fri-0DTE,mid,100.0,4,11:00,3605,7.24,53.0,False
NVDA,call,Fri-0DTE,mid,100.0,5,12:00,3280,6.799,75.0,False
NVDA,call,Fri-0DTE,mid,100.0,6,12:30,3225,6.605,63.0,False
NVDA,call,Fri-0DTE,mid,100.0,7,13:00,3044,6.57,48.5,False
NVDA,call,Fri-0DTE,mid,100.0,8,11:30,3425,6.277,86.0,False
NVDA,call,Fri-0DTE,mid,100.0,9,13:30,3007,5.288,51.0,False
NVDA,call,Fri-0DTE,mid,100.0,10,14:00,3012,4.814,32.0,False
NVDA,call,Fri-0DTE,mid,100.0,11,14:30,3031,3.86,36.0,False
NVDA,call,Fri-0DTE,mid,100.0,12,15:00,3231,3.033,25.0,False
NVDA,call,Fri-0DTE,mid,100.0,13,15:30,664,2.56,20.0,False
NVDA,call,Fri-0DTE,market,30.0,1,09:30,3569,19.781,28.0,False
NVDA,call,Fri-0DTE,market,30.0,2,10:30,3791,17.515,46.0,False
NVDA,call,Fri-0DTE,market,30.0,3,10:00,4057,16.564,38.0,False
NVDA,call,Fri-0DTE,market,30.0,4,11:00,3605,15.7,44.5,False
NVDA,call,Fri-0DTE,market,30.0,5,12:00,3280,14.207,60.0,False
NVDA,call,Fri-0DTE,market,30.0,6,11:30,3425,13.839,63.0,False
NVDA,call,Fri-0DTE,market,30.0,7,13:00,3044,13.568,43.0,False
NVDA,call,Fri-0DTE,market,30.0,8,12:30,3225,12.403,53.5,False
NVDA,call,Fri-0DTE,market,30.0,9,13:30,3007,10.575,47.0,False
NVDA,call,Fri-0DTE,market,30.0,10,14:00,3012,9.163,38.0,False
NVDA,call,Fri-0DTE,market,30.0,11,14:30,3031,7.621,32.0,False
NVDA,call,Fri-0DTE,market,30.0,12,15:00,3231,5.262,25.0,False
NVDA,call,Fri-0DTE,market,30.0,13,15:30,664,3.464,23.0,False
NVDA,call,Fri-0DTE,market,50.0,1,09:30,3569,14.01,44.0,False
NVDA,call,Fri-0DTE,market,50.0,2,10:00,4057,11.388,49.5,False
NVDA,call,Fri-0DTE,market,50.0,3,10:30,3791,11.343,53.0,False
NVDA,call,Fri-0DTE,market,50.0,4,11:00,3605,10.18,65.0,False
