# Backtest method: MAX RELIABILITY (win_rate only)  (by day of week)
# Lookback = 365 calendar days
# Generated 2026-06-12 12:12:02  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
Monday,2026-01-05,MSFT,MSFT260105C00475000,475.0,SIM,3:35 PM,0.7147,3:40 PM,0.584,-0.1307,-13.07,False,
Monday,2026-01-12,MSFT,MSFT260112C00480000,480.0,SIM,3:35 PM,0.5151,3:40 PM,0.4587,-0.0565,-5.65,False,
Monday,2026-01-26,MSFT,MSFT260126C00472500,472.5,SIM,3:35 PM,0.7853,3:40 PM,0.9088,0.1236,12.36,True,
Monday,2026-02-02,MSFT,MSFT260202C00422500,422.5,REAL,3:35 PM,1.69,3:40 PM,2.04,0.35,35.0,True,
Monday,2026-02-09,MSFT,MSFT260209C00415000,415.0,REAL,3:35 PM,0.01,3:40 PM,0.03,0.02,2.0,True,
Monday,2026-02-23,MSFT,MSFT260223C00385000,385.0,REAL,3:35 PM,0.1,3:40 PM,0.09,-0.01,-1.0,False,
Monday,2026-03-02,MSFT,MSFT260302C00400000,400.0,REAL,3:35 PM,0.03,3:40 PM,0.02,-0.01,-1.0,False,
Monday,2026-03-09,MSFT,MSFT260309C00405000,405.0,REAL,3:35 PM,3.37,3:40 PM,4.3,0.93,93.0,True,
Monday,2026-03-16,MSFT,MSFT260316C00400000,400.0,REAL,3:35 PM,0.13,3:40 PM,0.11,-0.02,-2.0,False,
Monday,2026-03-23,MSFT,MSFT260323C00382500,382.5,REAL,3:35 PM,0.72,3:40 PM,1.1,0.38,38.0,True,
Monday,2026-03-30,MSFT,MSFT260330C00357500,357.5,REAL,3:35 PM,0.8,3:40 PM,1.0,0.2,20.0,True,
Monday,2026-04-06,MSFT,MSFT260406C00372500,372.5,REAL,3:35 PM,0.34,3:40 PM,0.2,-0.14,-14.0,False,
Monday,2026-04-13,MSFT,MSFT260413C00382500,382.5,REAL,3:35 PM,0.39,3:40 PM,0.53,0.14,14.0,True,
Monday,2026-04-20,MSFT,MSFT260420C00417500,417.5,REAL,3:35 PM,0.64,3:40 PM,0.42,-0.22,-22.0,False,
