"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 365 calendar days
# Generated 2026-06-15 07:15:14  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2025-06-20,AAPL,AAPL250620P00200000,200.0,REAL,3:20 PM,0.32,3:55 PM,0.01,-0.31,4,128.0,-124.0,False,
Friday,2025-06-27,AAPL,AAPL250627P00200000,200.0,REAL,3:20 PM,0.04,3:55 PM,0.01,-0.03,25,100.0,-75.0,False,
Friday,2025-07-04,AAPL,,0.0,MISS,3:20 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2025-07-11,AAPL,AAPL250711P00210000,210.0,REAL,3:20 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2025-07-18,AAPL,AAPL250718P00210000,210.0,REAL,3:20 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2025-07-25,AAPL,AAPL250725P00215000,215.0,REAL,3:20 PM,1.28,3:54 PM,1.06,-0.22,1,128.0,-22.0,False,
Friday,2025-08-01,AAPL,AAPL250801P00202500,202.5,REAL,3:20 PM,0.14,3:55 PM,0.12,-0.02,8,112.0,-16.0,False,
Friday,2025-08-08,AAPL,AAPL250808P00230000,230.0,REAL,3:20 PM,0.86,3:55 PM,0.77,-0.09,2,172.0,-18.0,False,
Friday,2025-08-15,AAPL,AAPL250815P00230000,230.0,REAL,3:20 PM,0.08,3:55 PM,0.05,-0.03,13,104.0,-39.0,False,
Friday,2025-08-22,AAPL,AAPL250822P00227500,227.5,REAL,3:20 PM,0.17,3:55 PM,0.22,0.05,6,102.0,30.0,True,
Friday,2025-08-29,AAPL,AAPL250829P00232500,232.5,REAL,3:20 PM,0.43,3:55 PM,0.82,0.39,3,129.0,117.0,True,
Friday,2025-09-05,AAPL,AAPL250905P00240000,240.0,REAL,3:20 PM,0.39,3:55 PM,0.71,0.32,3,117.0,96.0,True,
Friday,2025-09-12,AAPL,AAPL250912P00235000,235.0,REAL,3:20 PM,1.06,3:55 PM,1.0,-0.06,1,106.0,-6.0,False,
Friday,2025-09-19,AAPL,AAPL250919P00245000,245.0,REAL,3:20 PM,0.24,3:55 PM,0.25,0.01,5,120.0,5.0,True,
Friday,2025-09-26,AAPL,AAPL250926P00255000,255.0,REAL,3:20 PM,0.15,3:55 PM,0.03,-0.12,7,105.0,-84.0,False,
Friday,2025-10-03,AAPL,AAPL251003P00257500,257.5,REAL,3:20 PM,0.11,3:55 PM,0.05,-0.06,10,110.0,-60.0,False,
