# Backtest method: MAX RELIABILITY (win_rate only)
# Lookback = 365 calendar days
# Generated 2026-06-12 11:09:24  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date (ATM call at the optimal time)
date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
2025-07-18,AAPL,AAPL250718C00210000,210.0,REAL,3:10 PM,1.03,3:15 PM,1.03,0.0,0.0,False,
2025-07-21,AAPL,AAPL250721C00212500,212.5,SIM,3:10 PM,0.7367,3:15 PM,0.7994,0.0627,6.27,True,
2025-07-23,AAPL,AAPL250723C00215000,215.0,SIM,3:10 PM,0.3484,3:15 PM,0.2992,-0.0491,-4.91,False,
2025-07-25,AAPL,AAPL250725C00215000,215.0,REAL,3:10 PM,0.02,3:15 PM,0.02,0.0,0.0,False,
2025-07-28,AAPL,AAPL250728C00212500,212.5,SIM,3:10 PM,1.1046,3:15 PM,1.1144,0.0098,0.98,True,
2025-07-30,AAPL,AAPL250730C00207500,207.5,SIM,3:10 PM,0.9851,3:15 PM,1.1541,0.1691,16.91,True,
2025-08-01,AAPL,AAPL250801C00202500,202.5,REAL,3:10 PM,1.12,3:15 PM,1.0,-0.12,-12.0,False,
2025-08-04,AAPL,AAPL250804C00202500,202.5,SIM,3:10 PM,0.7078,3:15 PM,0.9231,0.2153,21.53,True,
2025-08-06,AAPL,AAPL250806C00215000,215.0,SIM,3:10 PM,0.358,3:15 PM,0.2197,-0.1384,-13.84,False,
2025-08-08,AAPL,AAPL250808C00230000,230.0,REAL,3:10 PM,0.3,3:15 PM,0.21,-0.09,-9.0,False,
2025-08-11,AAPL,AAPL250811C00227500,227.5,SIM,3:10 PM,0.8027,3:15 PM,0.7417,-0.061,-6.1,False,
2025-08-13,AAPL,AAPL250813C00232500,232.5,SIM,3:10 PM,1.493,3:15 PM,1.5045,0.0115,1.15,True,
2025-08-15,AAPL,AAPL250815C00230000,230.0,REAL,3:10 PM,1.2,3:15 PM,1.43,0.23,23.0,True,
2025-08-18,AAPL,AAPL250818C00232500,232.5,SIM,3:10 PM,0.3343,3:15 PM,0.2459,-0.0883,-8.83,False,
2025-08-20,AAPL,AAPL250820C00225000,225.0,SIM,3:10 PM,1.531,3:15 PM,1.7025,0.1715,17.15,True,
2025-08-22,AAPL,AAPL250822C00227500,227.5,REAL,3:10 PM,0.72,3:15 PM,0.73,0.01,1.0,True,
2025-08-25,AAPL,AAPL250825C00227500,227.5,SIM,3:10 PM,0.8974,3:15 PM,0.7766,-0.1208,-12.08,False,
2025-08-27,AAPL,AAPL250827C00230000,230.0,SIM,3:10 PM,0.7273,3:15 PM,0.6241,-0.1032,-10.32,False,
2025-08-29,AAPL,AAPL250829C00232500,232.5,REAL,3:10 PM,0.59,3:15 PM,0.51,-0.08,-8.0,False,
2025-09-03,AAPL,AAPL250903C00237500,237.5,SIM,3:10 PM,0.5462,3:15 PM,0.5312,-0.015,-1.5,False,
2025-09-05,AAPL,AAPL250905C00240000,240.0,REAL,3:10 PM,0.22,3:15 PM,0.26,0.04,4.0,True,
2025-09-08,AAPL,AAPL250908C00237500,237.5,SIM,3:10 PM,0.5142,3:15 PM,0.4379,-0.0763,-7.63,False,
2025-09-10,AAPL,AAPL250910C00227500,227.5,SIM,3:10 PM,0.3598,3:15 PM,0.2827,-0.0771,-7.71,False,
2025-09-12,AAPL,AAPL250912C00235000,235.0,REAL,3:10 PM,0.05,3:15 PM,0.07,0.02,2.0,True,
2025-09-15,AAPL,AAPL250915C00235000,235.0,SIM,3:10 PM,1.5032,3:15 PM,1.1512,-0.3519,-35.19,False,
2025-09-17,AAPL,AAPL250917C00240000,240.0,SIM,3:10 PM,0.4369,3:15 PM,0.3434,-0.0935,-9.35,False,
2025-09-19,AAPL,AAPL250919C00245000,245.0,REAL,3:10 PM,0.95,3:15 PM,0.79,-0.16,-16.0,False,
2025-09-22,AAPL,AAPL250922C00255000,255.0,SIM,3:10 PM,1.0824,3:15 PM,1.085,0.0026,0.26,True,
2025-09-24,AAPL,AAPL250924C00252500,252.5,SIM,3:10 PM,0.416,3:15 PM,0.3001,-0.1158,-11.58,False,
2025-09-26,AAPL,AAPL250926C00255000,255.0,REAL,3:10 PM,0.86,3:15 PM,0.75,-0.11,-11.0,False,
2025-09-29,AAPL,AAPL250929C00255000,255.0,SIM,3:10 PM,0.3364,3:15 PM,0.2647,-0.0717,-7.17,False,
2025-10-01,AAPL,AAPL251001C00257500,257.5,SIM,3:10 PM,0.4954,3:15 PM,0.422,-0.0734,-7.34,False,
2025-10-03,AAPL,AAPL251003C00257500,257.5,REAL,3:10 PM,0.68,3:15 PM,0.69,0.01,1.0,True,
2025-10-06,AAPL,AAPL251006C00257500,257.5,SIM,3:10 PM,0.4302,3:15 PM,0.3756,-0.0546,-5.46,False,
2025-10-08,AAPL,AAPL251008C00257500,257.5,SIM,3:10 PM,1.0603,3:15 PM,1.1171,0.0568,5.68,True,
2025-10-10,AAPL,AAPL251010C00247500,247.5,REAL,3:10 PM,0.09,3:15 PM,0.1,0.01,1.0,True,
2025-10-13,AAPL,AAPL251013C00247500,247.5,SIM,3:10 PM,1.4701,3:15 PM,1.3322,-0.1379,-13.79,False,
2025-10-15,AAPL,AAPL251015C00250000,250.0,SIM,3:10 PM,0.6356,3:15 PM,0.6768,0.0412,4.12,True,
