"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 100 calendar days
# Generated 2026-06-12 14:37:47  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2026-03-06,AAPL,AAPL260306C00257500,257.5,REAL,3:40 PM,0.2,3:50 PM,0.04,-0.16,5,100.0,-80.0,False,
Friday,2026-03-13,AAPL,AAPL260313C00250000,250.0,REAL,3:40 PM,0.33,3:50 PM,0.4,0.07,4,132.0,28.0,True,
Friday,2026-03-20,AAPL,AAPL260320C00250000,250.0,REAL,3:40 PM,0.08,3:50 PM,0.07,-0.01,13,104.0,-13.0,False,
Friday,2026-03-27,AAPL,AAPL260327C00247500,247.5,REAL,3:40 PM,0.89,3:50 PM,0.98,0.09,2,178.0,18.0,True,
Friday,2026-04-10,AAPL,AAPL260410C00260000,260.0,REAL,3:40 PM,0.05,3:50 PM,0.23,0.18,20,100.0,360.0,True,
Friday,2026-04-17,AAPL,AAPL260417C00270000,270.0,REAL,3:40 PM,0.39,3:50 PM,0.25,-0.14,3,117.0,-42.0,False,
Friday,2026-04-24,AAPL,AAPL260424C00270000,270.0,REAL,3:40 PM,0.38,3:50 PM,0.96,0.58,3,114.0,174.0,True,
Friday,2026-05-01,AAPL,AAPL260501C00280000,280.0,REAL,3:40 PM,0.5,3:50 PM,0.69,0.19,2,100.0,38.0,True,
Friday,2026-05-08,AAPL,AAPL260508C00292500,292.5,REAL,3:40 PM,1.11,3:50 PM,1.4,0.29,1,111.0,29.0,True,
Friday,2026-05-15,AAPL,AAPL260515C00302500,302.5,REAL,3:40 PM,0.02,3:50 PM,0.01,-0.01,50,100.0,-50.0,False,
