"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 730 calendar days
# Generated 2026-06-14 19:47:04  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2024-06-14,AAPL,AAPL240614P00212500,212.5,REAL,3:25 PM,0.52,3:55 PM,0.2,-0.32,2,104.0,-64.0,False,
Friday,2024-06-21,AAPL,AAPL240621P00210000,210.0,REAL,3:25 PM,0.33,3:55 PM,1.97,1.64,4,132.0,656.0,True,
Friday,2024-06-28,AAPL,AAPL240628P00212500,212.5,REAL,3:25 PM,0.08,3:55 PM,1.42,1.34,13,104.0,1742.0,True,
Friday,2024-07-05,AAPL,AAPL240705P00225000,225.0,REAL,3:25 PM,0.05,3:55 PM,0.01,-0.04,20,100.0,-80.0,False,
Friday,2024-07-12,AAPL,AAPL240712P00232500,232.5,REAL,3:25 PM,0.8,3:55 PM,1.99,1.19,2,160.0,238.0,True,
Friday,2024-07-19,AAPL,AAPL240719P00225000,225.0,REAL,3:25 PM,0.33,3:55 PM,0.8,0.47,4,132.0,188.0,True,
Friday,2024-07-26,AAPL,AAPL240726P00217500,217.5,REAL,3:25 PM,0.07,3:55 PM,0.25,0.18,15,105.0,270.0,True,
Friday,2024-08-02,AAPL,AAPL240802P00222500,222.5,REAL,3:25 PM,0.55,3:55 PM,2.78,2.23,2,110.0,446.0,True,
Friday,2024-08-09,AAPL,AAPL240809P00215000,215.0,REAL,3:25 PM,0.1,3:55 PM,0.01,-0.09,10,100.0,-90.0,False,
Friday,2024-08-16,AAPL,AAPL240816P00225000,225.0,REAL,3:25 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
Friday,2024-08-23,AAPL,AAPL240823P00227500,227.5,REAL,3:25 PM,0.61,3:55 PM,0.77,0.16,2,122.0,32.0,True,
Friday,2024-08-30,AAPL,AAPL240830P00227500,227.5,REAL,3:25 PM,0.04,3:55 PM,0.01,-0.03,25,100.0,-75.0,False,
Friday,2024-09-06,AAPL,AAPL240906P00220000,220.0,REAL,3:25 PM,0.08,3:55 PM,0.12,0.04,13,104.0,52.0,True,
Friday,2024-09-13,AAPL,AAPL240913P00222500,222.5,REAL,3:25 PM,0.14,3:55 PM,0.09,-0.05,8,112.0,-40.0,False,
Friday,2024-09-20,AAPL,AAPL240920P00232500,232.5,REAL,3:25 PM,1.2,3:55 PM,2.61,1.41,1,120.0,141.0,True,
Friday,2024-09-27,AAPL,AAPL240927P00227500,227.5,REAL,3:25 PM,0.14,3:55 PM,0.01,-0.13,8,112.0,-104.0,False,
