# Backtest method: MAX EXPECTED PROFIT (win_rate × avg_payoff)  (by day of week)
# Lookback = 365 calendar days
# Generated 2026-06-12 12:02:48  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
Monday,2025-08-18,NVDA,NVDA250818C00180000,180.0,SIM,3:45 PM,2.2518,3:50 PM,2.2759,0.0241,2.41,True,
Monday,2025-08-25,NVDA,NVDA250825C00180000,180.0,SIM,3:45 PM,0.9757,3:50 PM,0.9006,-0.0751,-7.51,False,
Monday,2025-09-08,NVDA,NVDA250908C00170000,170.0,SIM,3:45 PM,0.1176,3:50 PM,0.0324,-0.0851,-8.51,False,
Monday,2025-09-15,NVDA,NVDA250915C00175000,175.0,SIM,3:45 PM,2.1569,3:50 PM,2.1959,0.0391,3.91,True,
Monday,2025-09-22,NVDA,NVDA250922C00185000,185.0,SIM,3:45 PM,0.0031,3:50 PM,0.0009,-0.0022,-0.22,False,
Monday,2025-09-29,NVDA,NVDA250929C00180000,180.0,SIM,3:45 PM,1.3742,3:50 PM,1.9062,0.5319,53.19,True,
Monday,2025-10-06,NVDA,NVDA251006C00185000,185.0,SIM,3:45 PM,0.7535,3:50 PM,0.8717,0.1182,11.82,True,
Monday,2025-10-13,NVDA,NVDA251013C00190000,190.0,SIM,3:45 PM,0.0004,3:50 PM,0.0002,-0.0003,-0.03,False,
Monday,2025-10-20,NVDA,NVDA251020C00185000,185.0,SIM,3:45 PM,0.001,3:50 PM,0.0001,-0.0009,-0.09,False,
Monday,2025-10-27,NVDA,NVDA251027C00190000,190.0,SIM,3:45 PM,0.9285,3:50 PM,1.6376,0.7092,70.92,True,
Monday,2025-11-03,NVDA,NVDA251103C00207500,207.5,SIM,3:45 PM,0.2084,3:50 PM,0.0697,-0.1386,-13.86,False,
Monday,2025-11-10,NVDA,NVDA251110C00200000,200.0,SIM,3:45 PM,0.188,3:50 PM,0.1331,-0.0549,-5.49,False,
Monday,2025-11-17,NVDA,NVDA251117C00185000,185.0,SIM,3:45 PM,0.4211,3:50 PM,1.2386,0.8175,81.75,True,
Monday,2025-11-24,NVDA,NVDA251124C00180000,180.0,SIM,3:45 PM,1.4127,3:50 PM,1.7166,0.3039,30.39,True,
Monday,2025-12-01,NVDA,NVDA251201C00180000,180.0,SIM,3:45 PM,0.1319,3:50 PM,0.1298,-0.0021,-0.21,False,
Monday,2025-12-08,NVDA,NVDA251208C00185000,185.0,SIM,3:45 PM,0.1336,3:50 PM,0.2321,0.0985,9.85,True,
Monday,2025-12-15,NVDA,NVDA251215C00175000,175.0,SIM,3:45 PM,1.3196,3:50 PM,1.8012,0.4817,48.17,True,
Monday,2025-12-22,NVDA,NVDA251222C00185000,185.0,SIM,3:45 PM,0.0066,3:50 PM,0.0022,-0.0044,-0.44,False,
Monday,2025-12-29,NVDA,NVDA251229C00190000,190.0,SIM,3:45 PM,0.0018,3:50 PM,0.0005,-0.0012,-0.12,False,
Monday,2026-01-05,NVDA,NVDA260105C00185000,185.0,SIM,3:45 PM,2.9664,3:50 PM,2.9459,-0.0205,-2.05,False,
Monday,2026-01-12,NVDA,NVDA260112C00185000,185.0,SIM,3:45 PM,0.6948,3:50 PM,0.425,-0.2699,-26.99,False,
Monday,2026-01-26,NVDA,NVDA260126C00185000,185.0,SIM,3:45 PM,1.5888,3:50 PM,1.4985,-0.0904,-9.04,False,
Monday,2026-02-02,NVDA,NVDA260202C00185000,185.0,REAL,3:45 PM,0.77,3:50 PM,0.3,-0.47,-47.0,False,
Monday,2026-02-09,NVDA,NVDA260209C00190000,190.0,REAL,3:45 PM,0.29,3:50 PM,0.34,0.05,5.0,True,
Monday,2026-02-23,NVDA,NVDA260223C00190000,190.0,REAL,3:45 PM,0.86,3:50 PM,1.16,0.3,30.0,True,
Monday,2026-03-02,NVDA,NVDA260302C00180000,180.0,REAL,3:45 PM,2.16,3:50 PM,2.46,0.3,30.0,True,
Monday,2026-03-09,NVDA,NVDA260309C00180000,180.0,REAL,3:45 PM,1.68,3:50 PM,1.79,0.11,11.0,True,
Monday,2026-03-16,NVDA,NVDA260316C00185000,185.0,REAL,3:45 PM,0.08,3:50 PM,0.08,0.0,0.0,False,
Monday,2026-03-23,NVDA,NVDA260323C00175000,175.0,REAL,3:45 PM,1.59,3:50 PM,1.09,-0.5,-50.0,False,
Monday,2026-03-30,NVDA,NVDA260330C00165000,165.0,REAL,3:45 PM,0.1,3:50 PM,0.22,0.12,12.0,True,
Monday,2026-04-06,NVDA,NVDA260406C00175000,175.0,REAL,3:45 PM,2.16,3:50 PM,2.34,0.18,18.0,True,
Monday,2026-04-13,NVDA,NVDA260413C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.03,0.02,2.0,True,
Monday,2026-04-20,NVDA,NVDA260420C00200000,200.0,REAL,3:45 PM,1.55,3:50 PM,1.61,0.06,6.0,True,
Monday,2026-04-27,NVDA,NVDA260427C00215000,215.0,REAL,3:45 PM,0.98,3:50 PM,1.45,0.47,47.0,True,
Monday,2026-05-04,NVDA,NVDA260504C00200000,200.0,REAL,3:45 PM,0.02,3:50 PM,0.01,-0.01,-1.0,False,
Monday,2026-05-11,NVDA,NVDA260511C00220000,220.0,REAL,3:45 PM,0.06,3:50 PM,0.09,0.03,3.0,True,
Monday,2026-05-18,NVDA,NVDA260518C00220000,220.0,REAL,3:45 PM,1.72,3:50 PM,1.8,0.08,8.0,True,
Monday,2026-06-01,NVDA,NVDA260601C00225000,225.0,REAL,3:45 PM,0.04,3:50 PM,0.03,-0.01,-1.0,False,
Monday,2026-06-08,NVDA,NVDA260608C00210000,210.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
Monday,2025-06-16,TSLA,TSLA250616C00330000,330.0,SIM,3:04 PM,0.4734,3:10 PM,0.4056,-0.0678,-6.78,False,
Monday,2025-06-23,TSLA,TSLA250623C00350000,350.0,SIM,3:05 PM,0.9332,3:10 PM,1.067,0.1338,13.38,True,
Monday,2025-06-30,TSLA,TSLA250630C00320000,320.0,SIM,3:05 PM,0.5453,3:10 PM,0.3751,-0.1701,-17.01,False,
Monday,2025-07-07,TSLA,TSLA250707C00292500,292.5,SIM,3:05 PM,1.196,3:10 PM,1.2037,0.0077,0.77,True,
Monday,2025-07-14,TSLA,TSLA250714C00315000,315.0,SIM,3:04 PM,1.7855,3:10 PM,1.5713,-0.2141,-21.41,False,
Monday,2025-07-21,TSLA,TSLA250721C00330000,330.0,SIM,3:05 PM,0.5702,3:10 PM,0.341,-0.2291,-22.91,False,
Monday,2025-07-28,TSLA,TSLA250728C00327500,327.5,SIM,3:05 PM,1.0889,3:10 PM,0.9836,-0.1052,-10.52,False,
Monday,2025-08-04,TSLA,TSLA250804C00310000,310.0,SIM,3:05 PM,0.8708,3:10 PM,0.9455,0.0747,7.47,True,
Monday,2025-08-11,TSLA,TSLA250811C00342500,342.5,SIM,3:05 PM,1.0671,3:10 PM,1.2242,0.1571,15.71,True,
Monday,2025-08-18,TSLA,TSLA250818C00335000,335.0,SIM,3:04 PM,1.3849,3:10 PM,1.5978,0.213,21.3,True,
Monday,2025-08-25,TSLA,TSLA250825C00347500,347.5,SIM,3:05 PM,1.3262,3:10 PM,2.2607,0.9345,93.45,True,
Monday,2025-09-08,TSLA,TSLA250908C00347500,347.5,SIM,3:05 PM,0.7866,3:10 PM,0.6223,-0.1643,-16.43,False,
Monday,2025-09-15,TSLA,TSLA250915C00407500,407.5,SIM,3:05 PM,1.852,3:10 PM,2.3747,0.5228,52.28,True,
Monday,2025-09-22,TSLA,TSLA250922C00435000,435.0,SIM,3:05 PM,0.9372,3:10 PM,0.9112,-0.0261,-2.61,False,
Monday,2025-09-29,TSLA,TSLA250929C00442500,442.5,SIM,3:05 PM,1.4156,3:10 PM,1.0965,-0.3191,-31.91,False,
Monday,2025-10-06,TSLA,TSLA251006C00450000,450.0,SIM,3:05 PM,2.3592,3:10 PM,2.9933,0.6341,63.41,True,
Monday,2025-10-13,TSLA,TSLA251013C00432500,432.5,SIM,3:05 PM,1.4447,3:10 PM,2.1317,0.687,68.7,True,
Monday,2025-10-20,TSLA,TSLA251020C00447500,447.5,SIM,3:05 PM,0.819,3:10 PM,0.6956,-0.1234,-12.34,False,
Monday,2025-10-27,TSLA,TSLA251027C00455000,455.0,SIM,3:05 PM,1.1874,3:10 PM,2.071,0.8836,88.36,True,
Monday,2025-11-03,TSLA,TSLA251103C00470000,470.0,SIM,3:05 PM,1.183,3:10 PM,0.9881,-0.195,-19.5,False,
Monday,2025-11-10,TSLA,TSLA251110C00445000,445.0,SIM,3:05 PM,1.9604,3:10 PM,2.0851,0.1246,12.46,True,
Monday,2025-11-17,TSLA,TSLA251117C00405000,405.0,SIM,3:05 PM,2.4436,3:10 PM,3.2366,0.793,79.3,True,
Monday,2025-11-24,TSLA,TSLA251124C00417500,417.5,SIM,3:05 PM,2.2402,3:10 PM,1.3659,-0.8743,-87.43,False,
Monday,2025-12-01,TSLA,TSLA251201C00427500,427.5,SIM,3:05 PM,1.2489,3:10 PM,1.4812,0.2323,23.23,True,
Monday,2025-12-08,TSLA,TSLA251208C00437500,437.5,SIM,3:05 PM,1.3432,3:10 PM,1.5395,0.1962,19.62,True,
Monday,2025-12-15,TSLA,TSLA251215C00477500,477.5,SIM,3:05 PM,1.6553,3:10 PM,1.8619,0.2066,20.66,True,
Monday,2025-12-22,TSLA,TSLA251222C00492500,492.5,SIM,3:05 PM,2.0268,3:10 PM,0.8808,-1.146,-114.6,False,
Monday,2025-12-29,TSLA,TSLA251229C00462500,462.5,SIM,3:05 PM,2.3424,3:10 PM,1.947,-0.3953,-39.53,False,
