# Backtest method: MAX EXPECTED PROFIT (win_rate × avg_payoff)
# Lookback = 365 calendar days
# Generated 2026-06-12 11:00:13  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date (ATM call at the optimal time)
date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
2025-09-19,NVDA,NVDA250919C00175000,175.0,REAL,3:45 PM,1.17,3:50 PM,1.01,-0.16,-16.0,False,
2025-09-22,NVDA,NVDA250922C00185000,185.0,SIM,3:45 PM,0.0031,3:50 PM,0.0009,-0.0022,-0.22,False,
2025-09-24,NVDA,NVDA250924C00175000,175.0,SIM,3:45 PM,1.7491,3:50 PM,1.976,0.2269,22.69,True,
2025-09-26,NVDA,NVDA250926C00175000,175.0,REAL,3:45 PM,2.62,3:50 PM,2.62,0.0,0.0,False,
2025-09-29,NVDA,NVDA250929C00180000,180.0,SIM,3:45 PM,1.3742,3:50 PM,1.9062,0.5319,53.19,True,
2025-10-01,NVDA,NVDA251001C00185000,185.0,SIM,3:45 PM,1.7852,3:50 PM,2.146,0.3609,36.09,True,
2025-10-03,NVDA,NVDA251003C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2025-10-06,NVDA,NVDA251006C00185000,185.0,SIM,3:45 PM,0.7535,3:50 PM,0.8717,0.1182,11.82,True,
2025-10-08,NVDA,NVDA251008C00190000,190.0,SIM,3:45 PM,0.0059,3:50 PM,0.0041,-0.0019,-0.19,False,
2025-10-10,NVDA,NVDA251010C00185000,185.0,REAL,3:45 PM,0.67,3:50 PM,0.45,-0.22,-22.0,False,
2025-10-13,NVDA,NVDA251013C00190000,190.0,SIM,3:45 PM,0.0004,3:50 PM,0.0002,-0.0003,-0.03,False,
2025-10-15,NVDA,NVDA251015C00180000,180.0,SIM,3:45 PM,0.2988,3:50 PM,0.0461,-0.2527,-25.27,False,
2025-10-17,NVDA,NVDA251017C00185000,185.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2025-10-20,NVDA,NVDA251020C00185000,185.0,SIM,3:45 PM,0.001,3:50 PM,0.0001,-0.0009,-0.09,False,
2025-10-22,NVDA,NVDA251022C00180000,180.0,SIM,3:45 PM,0.1943,3:50 PM,0.1899,-0.0043,-0.43,False,
2025-10-24,NVDA,NVDA251024C00185000,185.0,REAL,3:45 PM,1.75,3:50 PM,1.43,-0.32,-32.0,False,
2025-10-27,NVDA,NVDA251027C00190000,190.0,SIM,3:45 PM,0.9285,3:50 PM,1.6376,0.7092,70.92,True,
2025-10-29,NVDA,NVDA251029C00207500,207.5,SIM,3:45 PM,0.1509,3:50 PM,0.2567,0.1058,10.58,True,
2025-10-31,NVDA,NVDA251031C00202500,202.5,REAL,3:45 PM,1.4,3:50 PM,1.79,0.39,39.0,True,
2025-11-03,NVDA,NVDA251103C00207500,207.5,SIM,3:45 PM,0.2084,3:50 PM,0.0697,-0.1386,-13.86,False,
2025-11-05,NVDA,NVDA251105C00202500,202.5,SIM,3:45 PM,0.0,3:50 PM,0.0,-0.0,-0.0,False,
2025-11-07,NVDA,NVDA251107C00185000,185.0,REAL,3:45 PM,2.12,3:50 PM,2.25,0.13,13.0,True,
2025-11-10,NVDA,NVDA251110C00200000,200.0,SIM,3:45 PM,0.188,3:50 PM,0.1331,-0.0549,-5.49,False,
2025-11-12,NVDA,NVDA251112C00190000,190.0,SIM,3:45 PM,2.7216,3:50 PM,3.111,0.3894,38.94,True,
2025-11-14,NVDA,NVDA251114C00190000,190.0,REAL,3:45 PM,0.45,3:50 PM,0.41,-0.04,-4.0,False,
2025-11-17,NVDA,NVDA251117C00185000,185.0,SIM,3:45 PM,0.4211,3:50 PM,1.2386,0.8175,81.75,True,
2025-11-19,NVDA,NVDA251119C00185000,185.0,SIM,3:45 PM,1.1879,3:50 PM,1.3508,0.1629,16.29,True,
2025-11-21,NVDA,NVDA251121C00180000,180.0,REAL,3:45 PM,0.55,3:50 PM,0.43,-0.12,-12.0,False,
2025-11-24,NVDA,NVDA251124C00180000,180.0,SIM,3:45 PM,1.4127,3:50 PM,1.7166,0.3039,30.39,True,
2025-11-26,NVDA,NVDA251126C00180000,180.0,SIM,3:45 PM,0.538,3:50 PM,0.2852,-0.2528,-25.28,False,
2025-12-01,NVDA,NVDA251201C00180000,180.0,SIM,3:45 PM,0.1319,3:50 PM,0.1298,-0.0021,-0.21,False,
2025-12-03,NVDA,NVDA251203C00180000,180.0,SIM,3:45 PM,0.1888,3:50 PM,0.1104,-0.0785,-7.85,False,
2025-12-05,NVDA,NVDA251205C00180000,180.0,REAL,3:45 PM,1.63,3:50 PM,1.5,-0.13,-13.0,False,
2025-12-08,NVDA,NVDA251208C00185000,185.0,SIM,3:45 PM,0.1336,3:50 PM,0.2321,0.0985,9.85,True,
2025-12-10,NVDA,NVDA251210C00185000,185.0,SIM,3:45 PM,0.0133,3:50 PM,0.0135,0.0001,0.01,True,
2025-12-12,NVDA,NVDA251212C00175000,175.0,REAL,3:45 PM,0.56,3:50 PM,0.23,-0.33,-33.0,False,
2025-12-15,NVDA,NVDA251215C00175000,175.0,SIM,3:45 PM,1.3196,3:50 PM,1.8012,0.4817,48.17,True,
2025-12-17,NVDA,NVDA251217C00170000,170.0,SIM,3:45 PM,1.5364,3:50 PM,1.3881,-0.1484,-14.84,False,
2025-12-19,NVDA,NVDA251219C00180000,180.0,REAL,3:45 PM,0.52,3:50 PM,0.79,0.27,27.0,True,
2025-12-22,NVDA,NVDA251222C00185000,185.0,SIM,3:45 PM,0.0066,3:50 PM,0.0022,-0.0044,-0.44,False,
2025-12-26,NVDA,NVDA251226C00190000,190.0,REAL,3:45 PM,1.51,3:50 PM,1.24,-0.27,-27.0,False,
2025-12-29,NVDA,NVDA251229C00190000,190.0,SIM,3:45 PM,0.0018,3:50 PM,0.0005,-0.0012,-0.12,False,
2025-12-31,NVDA,NVDA251231C00190000,190.0,SIM,3:45 PM,0.0001,3:50 PM,0.0,-0.0001,-0.01,False,
2026-01-02,NVDA,NVDA260102C00190000,190.0,REAL,3:45 PM,0.02,3:50 PM,0.03,0.01,1.0,True,
2026-01-05,NVDA,NVDA260105C00185000,185.0,SIM,3:45 PM,2.9664,3:50 PM,2.9459,-0.0205,-2.05,False,
2026-01-07,NVDA,NVDA260107C00190000,190.0,SIM,3:45 PM,0.0365,3:50 PM,0.0306,-0.0059,-0.59,False,
2026-01-09,NVDA,NVDA260109C00185000,185.0,REAL,3:45 PM,0.29,3:50 PM,0.3,0.01,1.0,True,
2026-01-12,NVDA,NVDA260112C00185000,185.0,SIM,3:45 PM,0.6948,3:50 PM,0.425,-0.2699,-26.99,False,
2026-01-14,NVDA,NVDA260114C00180000,180.0,SIM,3:45 PM,2.2019,3:50 PM,2.3759,0.174,17.4,True,
2026-01-16,NVDA,NVDA260116C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2026-01-21,NVDA,NVDA260121C00185000,185.0,SIM,3:45 PM,0.0664,3:50 PM,0.009,-0.0574,-5.74,False,
2026-01-23,NVDA,NVDA260123C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2026-01-26,NVDA,NVDA260126C00185000,185.0,SIM,3:45 PM,1.5888,3:50 PM,1.4985,-0.0904,-9.04,False,
2026-01-28,NVDA,NVDA260128C00190000,190.0,SIM,3:45 PM,1.2746,3:50 PM,1.3468,0.0722,7.22,True,
2026-01-30,NVDA,NVDA260130C00190000,190.0,REAL,3:45 PM,0.58,3:50 PM,1.12,0.54,54.0,True,
2026-02-02,NVDA,NVDA260202C00185000,185.0,REAL,3:45 PM,0.77,3:50 PM,0.3,-0.47,-47.0,False,
2026-02-04,NVDA,NVDA260204C00175000,175.0,REAL,3:45 PM,0.58,3:50 PM,0.55,-0.03,-3.0,False,
2026-02-06,NVDA,NVDA260206C00185000,185.0,REAL,3:45 PM,1.28,3:50 PM,1.5,0.22,22.0,True,
2026-02-09,NVDA,NVDA260209C00190000,190.0,REAL,3:45 PM,0.29,3:50 PM,0.34,0.05,5.0,True,
2026-02-11,NVDA,NVDA260211C00190000,190.0,REAL,3:45 PM,1.16,3:50 PM,0.77,-0.39,-39.0,False,
2026-02-13,NVDA,NVDA260213C00185000,185.0,REAL,3:45 PM,0.01,3:50 PM,0.02,0.01,1.0,True,
2026-02-18,NVDA,NVDA260218C00185000,185.0,REAL,3:45 PM,2.97,3:50 PM,2.67,-0.3,-30.0,False,
2026-02-20,NVDA,NVDA260220C00190000,190.0,REAL,3:45 PM,0.15,3:50 PM,0.08,-0.07,-7.0,False,
2026-02-23,NVDA,NVDA260223C00190000,190.0,REAL,3:45 PM,0.86,3:50 PM,1.16,0.3,30.0,True,
2026-02-25,NVDA,NVDA260225C00195000,195.0,SIM,3:45 PM,2.1281,3:50 PM,1.7423,-0.3858,-38.58,False,
2026-02-27,NVDA,NVDA260227C00180000,180.0,REAL,3:45 PM,0.02,3:50 PM,0.01,-0.01,-1.0,False,
2026-03-02,NVDA,NVDA260302C00180000,180.0,REAL,3:45 PM,2.16,3:50 PM,2.46,0.3,30.0,True,
2026-03-04,NVDA,NVDA260304C00185000,185.0,REAL,3:45 PM,0.05,3:50 PM,0.06,0.01,1.0,True,
2026-03-06,NVDA,NVDA260306C00180000,180.0,REAL,3:45 PM,0.06,3:50 PM,0.06,0.0,0.0,False,
2026-03-09,NVDA,NVDA260309C00180000,180.0,REAL,3:45 PM,1.68,3:50 PM,1.79,0.11,11.0,True,
2026-03-11,NVDA,NVDA260311C00185000,185.0,REAL,3:45 PM,0.53,3:50 PM,0.59,0.06,6.0,True,
2026-03-13,NVDA,NVDA260313C00180000,180.0,REAL,3:45 PM,0.46,3:50 PM,0.35,-0.11,-11.0,False,
2026-03-16,NVDA,NVDA260316C00185000,185.0,REAL,3:45 PM,0.08,3:50 PM,0.08,0.0,0.0,False,
2026-03-18,NVDA,NVDA260318C00180000,180.0,REAL,3:45 PM,0.82,3:50 PM,0.77,-0.05,-5.0,False,
2026-03-20,NVDA,NVDA260320C00175000,175.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2026-03-23,NVDA,NVDA260323C00175000,175.0,REAL,3:45 PM,1.59,3:50 PM,1.09,-0.5,-50.0,False,
2026-03-25,NVDA,NVDA260325C00180000,180.0,REAL,3:45 PM,0.01,3:50 PM,0.02,0.01,1.0,True,
2026-03-27,NVDA,NVDA260327C00165000,165.0,REAL,3:45 PM,2.3,3:50 PM,2.17,-0.13,-13.0,False,
2026-03-30,NVDA,NVDA260330C00165000,165.0,REAL,3:45 PM,0.1,3:50 PM,0.22,0.12,12.0,True,
2026-04-01,NVDA,NVDA260401C00175000,175.0,REAL,3:45 PM,1.09,3:50 PM,0.81,-0.28,-28.0,False,
2026-04-06,NVDA,NVDA260406C00175000,175.0,REAL,3:45 PM,2.16,3:50 PM,2.34,0.18,18.0,True,
2026-04-08,NVDA,NVDA260408C00180000,180.0,REAL,3:45 PM,2.03,3:50 PM,2.2,0.17,17.0,True,
2026-04-10,NVDA,NVDA260410C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.02,0.01,1.0,True,
2026-04-13,NVDA,NVDA260413C00190000,190.0,REAL,3:45 PM,0.01,3:50 PM,0.03,0.02,2.0,True,
2026-04-15,NVDA,NVDA260415C00195000,195.0,REAL,3:45 PM,3.0,3:50 PM,3.55,0.55,55.0,True,
2026-04-17,NVDA,NVDA260417C00200000,200.0,REAL,3:45 PM,1.32,3:50 PM,1.36,0.04,4.0,True,
2026-04-20,NVDA,NVDA260420C00200000,200.0,REAL,3:45 PM,1.55,3:50 PM,1.61,0.06,6.0,True,
2026-04-22,NVDA,NVDA260422C00202500,202.5,REAL,3:45 PM,0.01,3:50 PM,0.03,0.02,2.0,True,
2026-04-24,NVDA,NVDA260424C00207500,207.5,REAL,3:45 PM,0.75,3:50 PM,0.43,-0.32,-32.0,False,
2026-04-27,NVDA,NVDA260427C00215000,215.0,REAL,3:45 PM,0.98,3:50 PM,1.45,0.47,47.0,True,
2026-04-29,NVDA,NVDA260429C00210000,210.0,REAL,3:45 PM,0.63,3:50 PM,0.6,-0.03,-3.0,False,
2026-05-01,NVDA,NVDA260501C00200000,200.0,REAL,3:45 PM,0.12,3:50 PM,0.05,-0.07,-7.0,False,
2026-05-04,NVDA,NVDA260504C00200000,200.0,REAL,3:45 PM,0.02,3:50 PM,0.01,-0.01,-1.0,False,
2026-05-06,NVDA,NVDA260506C00207500,207.5,REAL,3:45 PM,0.11,3:50 PM,0.09,-0.02,-2.0,False,
2026-05-08,NVDA,NVDA260508C00215000,215.0,REAL,3:45 PM,0.34,3:50 PM,0.25,-0.09,-9.0,False,
2026-05-11,NVDA,NVDA260511C00220000,220.0,REAL,3:45 PM,0.06,3:50 PM,0.09,0.03,3.0,True,
2026-05-13,NVDA,NVDA260513C00227500,227.5,REAL,3:45 PM,0.03,3:50 PM,0.03,0.0,0.0,False,
2026-05-15,NVDA,NVDA260515C00230000,230.0,REAL,3:45 PM,0.03,3:50 PM,0.01,-0.02,-2.0,False,
2026-05-18,NVDA,NVDA260518C00220000,220.0,REAL,3:45 PM,1.72,3:50 PM,1.8,0.08,8.0,True,
2026-05-20,NVDA,NVDA260520C00222500,222.5,SIM,3:45 PM,0.9353,3:50 PM,0.7412,-0.1941,-19.41,False,
2026-05-22,NVDA,NVDA260522C00215000,215.0,REAL,3:45 PM,0.55,3:50 PM,0.9,0.35,35.0,True,
2026-05-27,NVDA,NVDA260527C00212500,212.5,REAL,3:45 PM,0.71,3:50 PM,0.35,-0.36,-36.0,False,
2026-05-29,NVDA,NVDA260529C00217500,217.5,REAL,3:45 PM,0.16,3:50 PM,0.06,-0.1,-10.0,False,
2026-06-01,NVDA,NVDA260601C00225000,225.0,REAL,3:45 PM,0.04,3:50 PM,0.03,-0.01,-1.0,False,
2026-06-03,NVDA,NVDA260603C00215000,215.0,REAL,3:45 PM,0.87,3:50 PM,0.88,0.01,1.0,True,
2026-06-05,NVDA,NVDA260605C00205000,205.0,REAL,3:45 PM,1.51,3:50 PM,1.72,0.21,21.0,True,
2026-06-08,NVDA,NVDA260608C00210000,210.0,REAL,3:45 PM,0.01,3:50 PM,0.01,0.0,0.0,False,
2026-06-10,NVDA,NVDA260610C00200000,200.0,REAL,3:45 PM,1.36,3:50 PM,1.8,0.44,44.0,True,
2025-06-13,TSLA,TSLA250613C00325000,325.0,REAL,3:50 PM,0.98,3:55 PM,0.48,-0.5,-50.0,False,
2025-06-16,TSLA,TSLA250616C00330000,330.0,SIM,3:50 PM,0.1261,3:55 PM,0.0724,-0.0537,-5.37,False,
2025-06-18,TSLA,TSLA250618C00320000,320.0,SIM,3:50 PM,3.0031,3:55 PM,2.1417,-0.8613,-86.13,False,
2025-06-20,TSLA,TSLA250620C00322500,322.5,REAL,3:50 PM,0.05,3:55 PM,0.24,0.19,19.0,True,
2025-06-23,TSLA,TSLA250623C00350000,350.0,SIM,3:50 PM,0.0741,3:55 PM,0.0535,-0.0206,-2.06,False,
2025-06-25,TSLA,TSLA250625C00325000,325.0,SIM,3:50 PM,1.9158,3:55 PM,2.616,0.7002,70.02,True,
2025-06-27,TSLA,TSLA250627C00320000,320.0,REAL,3:50 PM,2.4,3:55 PM,3.4,1.0,100.0,True,
2025-06-30,TSLA,TSLA250630C00320000,320.0,SIM,3:50 PM,0.0284,3:55 PM,0.0131,-0.0153,-1.53,False,
2025-07-02,TSLA,TSLA250702C00315000,315.0,SIM,3:50 PM,0.0581,3:55 PM,0.1864,0.1283,12.83,True,
2025-07-07,TSLA,TSLA250707C00292500,292.5,SIM,3:50 PM,2.8026,3:55 PM,2.0513,-0.7513,-75.13,False,
2025-07-09,TSLA,TSLA250709C00297500,297.5,SIM,3:50 PM,0.1045,3:55 PM,0.0094,-0.0951,-9.51,False,
2025-07-11,TSLA,TSLA250711C00312500,312.5,REAL,3:50 PM,1.04,3:55 PM,1.25,0.21,21.0,True,
2025-07-14,TSLA,TSLA250714C00315000,315.0,SIM,3:50 PM,1.5157,3:55 PM,1.8236,0.3079,30.79,True,
2025-07-16,TSLA,TSLA250716C00320000,320.0,SIM,3:50 PM,2.6801,3:55 PM,2.2115,-0.4686,-46.86,False,
2025-07-18,TSLA,TSLA250718C00330000,330.0,REAL,3:50 PM,0.17,3:55 PM,0.05,-0.12,-12.0,False,
2025-07-21,TSLA,TSLA250721C00330000,330.0,SIM,3:50 PM,0.1193,3:55 PM,0.0087,-0.1106,-11.06,False,
2025-07-23,TSLA,TSLA250723C00332500,332.5,SIM,3:50 PM,0.4642,3:55 PM,0.229,-0.2352,-23.52,False,
2025-07-25,TSLA,TSLA250725C00315000,315.0,REAL,3:50 PM,0.73,3:55 PM,1.01,0.28,28.0,True,
2025-07-28,TSLA,TSLA250728C00327500,327.5,SIM,3:50 PM,0.1638,3:55 PM,0.014,-0.1498,-14.98,False,
2025-07-30,TSLA,TSLA250730C00312500,312.5,SIM,3:50 PM,4.0566,3:55 PM,5.8908,1.8342,183.42,True,
2025-08-01,TSLA,TSLA250801C00302500,302.5,REAL,3:50 PM,0.75,3:55 PM,0.67,-0.08,-8.0,False,
2025-08-04,TSLA,TSLA250804C00310000,310.0,SIM,3:50 PM,0.1437,3:55 PM,0.1507,0.007,0.7,True,
2025-08-06,TSLA,TSLA250806C00320000,320.0,SIM,3:50 PM,0.0923,3:55 PM,0.2038,0.1115,11.15,True,
2025-08-08,TSLA,TSLA250808C00330000,330.0,REAL,3:50 PM,0.06,3:55 PM,0.06,0.0,0.0,False,
2025-08-11,TSLA,TSLA250811C00342500,342.5,SIM,3:50 PM,0.015,3:55 PM,0.0,-0.015,-1.5,False,
2025-08-13,TSLA,TSLA250813C00340000,340.0,SIM,3:50 PM,1.126,3:55 PM,0.8146,-0.3114,-31.14,False,
2025-08-15,TSLA,TSLA250815C00327500,327.5,REAL,3:50 PM,1.5,3:55 PM,2.81,1.31,131.0,True,
2025-08-18,TSLA,TSLA250818C00335000,335.0,SIM,3:50 PM,0.166,3:55 PM,0.1544,-0.0116,-1.16,False,
2025-08-20,TSLA,TSLA250820C00322500,322.5,SIM,3:50 PM,1.2789,3:55 PM,1.8044,0.5256,52.56,True,
2025-08-22,TSLA,TSLA250822C00340000,340.0,REAL,3:50 PM,0.07,3:55 PM,0.11,0.04,4.0,True,
2025-08-25,TSLA,TSLA250825C00347500,347.5,SIM,3:50 PM,0.7103,3:55 PM,0.4044,-0.3059,-30.59,False,
2025-08-27,TSLA,TSLA250827C00350000,350.0,SIM,3:50 PM,0.7389,3:55 PM,0.2191,-0.5198,-51.98,False,
2025-08-29,TSLA,TSLA250829C00332500,332.5,REAL,3:50 PM,1.43,3:55 PM,1.35,-0.08,-8.0,False,
2025-09-03,TSLA,TSLA250903C00335000,335.0,SIM,3:50 PM,1.7142,3:55 PM,0.4741,-1.2402,-124.02,False,
2025-09-05,TSLA,TSLA250905C00347500,347.5,REAL,3:50 PM,2.5,3:55 PM,3.5,1.0,100.0,True,
2025-09-08,TSLA,TSLA250908C00347500,347.5,SIM,3:50 PM,0.0983,3:55 PM,0.0734,-0.025,-2.5,False,
2025-09-10,TSLA,TSLA250910C00350000,350.0,SIM,3:50 PM,0.3702,3:55 PM,0.0262,-0.3441,-34.41,False,
2025-09-12,TSLA,TSLA250912C00395000,395.0,REAL,3:50 PM,0.68,3:55 PM,0.65,-0.03,-3.0,False,
2025-09-15,TSLA,TSLA250915C00407500,407.5,SIM,3:50 PM,2.2794,3:55 PM,2.2559,-0.0235,-2.35,False,
2025-09-17,TSLA,TSLA250917C00420000,420.0,SIM,3:50 PM,7.1121,3:55 PM,6.4111,-0.7011,-70.11,False,
2025-09-19,TSLA,TSLA250919C00425000,425.0,REAL,3:50 PM,1.02,3:55 PM,1.42,0.4,40.0,True,
2025-09-22,TSLA,TSLA250922C00435000,435.0,SIM,3:50 PM,0.2822,3:55 PM,0.1949,-0.0873,-8.73,False,
2025-09-24,TSLA,TSLA250924C00442500,442.5,SIM,3:50 PM,0.8422,3:55 PM,0.4932,-0.349,-34.9,False,
2025-09-26,TSLA,TSLA250926C00437500,437.5,REAL,3:50 PM,1.48,3:55 PM,2.28,0.8,80.0,True,
2025-09-29,TSLA,TSLA250929C00442500,442.5,SIM,3:50 PM,0.7436,3:55 PM,1.1689,0.4253,42.53,True,
2025-10-01,TSLA,TSLA251001C00460000,460.0,SIM,3:50 PM,1.7418,3:55 PM,0.5658,-1.176,-117.6,False,
2025-10-03,TSLA,TSLA251003C00425000,425.0,REAL,3:50 PM,2.39,3:55 PM,4.5,2.11,211.0,True,
2025-10-06,TSLA,TSLA251006C00450000,450.0,SIM,3:50 PM,1.708,3:55 PM,3.142,1.4341,143.41,True,
2025-10-08,TSLA,TSLA251008C00437500,437.5,SIM,3:50 PM,1.6218,3:55 PM,2.2248,0.6031,60.31,True,
2025-10-10,TSLA,TSLA251010C00417500,417.5,REAL,3:50 PM,0.35,3:55 PM,0.04,-0.31,-31.0,False,
2025-10-13,TSLA,TSLA251013C00432500,432.5,SIM,3:50 PM,1.1211,3:55 PM,3.4813,2.3601,236.01,True,
2025-10-15,TSLA,TSLA251015C00435000,435.0,SIM,3:50 PM,0.0794,3:55 PM,0.0555,-0.0239,-2.39,False,
2025-10-17,TSLA,TSLA251017C00437500,437.5,REAL,3:50 PM,1.13,3:55 PM,1.68,0.55,55.0,True,
2025-10-20,TSLA,TSLA251020C00447500,447.5,SIM,3:50 PM,0.3936,3:55 PM,0.6308,0.2373,23.73,True,
2025-10-22,TSLA,TSLA251022C00437500,437.5,SIM,3:50 PM,0.6661,3:55 PM,1.7577,1.0916,109.16,True,
2025-10-24,TSLA,TSLA251024C00432500,432.5,REAL,3:50 PM,0.06,3:55 PM,1.26,1.2,120.0,True,
2025-10-27,TSLA,TSLA251027C00455000,455.0,SIM,3:50 PM,0.0181,3:55 PM,0.034,0.0159,1.59,True,
2025-10-29,TSLA,TSLA251029C00460000,460.0,SIM,3:50 PM,1.2078,3:55 PM,1.5711,0.3633,36.33,True,
2025-10-31,TSLA,TSLA251031C00452500,452.5,REAL,3:50 PM,1.71,3:55 PM,3.8,2.09,209.0,True,
2025-11-03,TSLA,TSLA251103C00470000,470.0,SIM,3:50 PM,0.3042,3:55 PM,0.0804,-0.2238,-22.38,False,
2025-11-05,TSLA,TSLA251105C00465000,465.0,SIM,3:50 PM,0.0153,3:55 PM,0.0027,-0.0126,-1.26,False,
2025-11-07,TSLA,TSLA251107C00437500,437.5,REAL,3:50 PM,0.03,3:54 PM,0.01,-0.02,-2.0,False,
2025-11-10,TSLA,TSLA251110C00445000,445.0,SIM,3:50 PM,0.8577,3:55 PM,0.3096,-0.5481,-54.81,False,
2025-11-12,TSLA,TSLA251112C00430000,430.0,SIM,3:50 PM,1.9702,3:55 PM,0.9979,-0.9723,-97.23,False,
2025-11-14,TSLA,TSLA251114C00410000,410.0,REAL,3:50 PM,0.02,3:55 PM,0.01,-0.01,-1.0,False,
2025-11-17,TSLA,TSLA251117C00405000,405.0,SIM,3:50 PM,3.9583,3:55 PM,4.476,0.5177,51.77,True,
2025-11-19,TSLA,TSLA251119C00402500,402.5,SIM,3:50 PM,0.8888,3:55 PM,1.9417,1.0529,105.29,True,
2025-11-21,TSLA,TSLA251121C00397500,397.5,REAL,3:50 PM,0.07,3:55 PM,0.01,-0.06,-6.0,False,
2025-11-24,TSLA,TSLA251124C00417500,417.5,SIM,3:50 PM,2.1721,3:55 PM,1.0292,-1.1429,-114.29,False,
2025-11-26,TSLA,TSLA251126C00425000,425.0,SIM,3:50 PM,0.7854,3:55 PM,1.4931,0.7077,70.77,True,
2025-12-01,TSLA,TSLA251201C00427500,427.5,SIM,3:50 PM,2.0496,3:55 PM,2.3712,0.3216,32.16,True,
2025-12-03,TSLA,TSLA251203C00445000,445.0,SIM,3:50 PM,1.5304,3:55 PM,0.9776,-0.5528,-55.28,False,
2025-12-05,TSLA,TSLA251205C00455000,455.0,REAL,3:50 PM,0.32,3:55 PM,0.31,-0.01,-1.0,False,
2025-12-08,TSLA,TSLA251208C00437500,437.5,SIM,3:50 PM,0.875,3:55 PM,1.4082,0.5332,53.32,True,
2025-12-10,TSLA,TSLA251210C00450000,450.0,SIM,3:50 PM,5.1526,3:55 PM,3.2917,-1.8608,-186.08,False,
2025-12-12,TSLA,TSLA251212C00452500,452.5,REAL,3:50 PM,4.94,3:55 PM,5.7,0.76,76.0,True,
2025-12-15,TSLA,TSLA251215C00477500,477.5,SIM,3:50 PM,2.6571,3:55 PM,0.374,-2.283,-228.3,False,
2025-12-17,TSLA,TSLA251217C00470000,470.0,SIM,3:50 PM,0.6834,3:55 PM,0.0342,-0.6492,-64.92,False,
2025-12-19,TSLA,TSLA251219C00482500,482.5,REAL,3:50 PM,0.93,3:55 PM,0.42,-0.51,-51.0,False,
2025-12-22,TSLA,TSLA251222C00492500,492.5,SIM,3:50 PM,0.0038,3:55 PM,0.0018,-0.002,-0.2,False,
2025-12-26,TSLA,TSLA251226C00477500,477.5,REAL,3:50 PM,0.13,3:55 PM,0.02,-0.11,-11.0,False,
2025-12-29,TSLA,TSLA251229C00462500,462.5,SIM,3:50 PM,0.1239,3:55 PM,0.0039,-0.12,-12.0,False,
2025-12-31,TSLA,TSLA251231C00452500,452.5,SIM,3:50 PM,0.0399,3:55 PM,0.0303,-0.0096,-0.96,False,
2026-01-02,TSLA,TSLA260102C00440000,440.0,REAL,3:50 PM,0.16,3:55 PM,0.02,-0.14,-14.0,False,
2026-01-05,TSLA,TSLA260105C00455000,455.0,SIM,3:50 PM,0.1513,3:55 PM,0.0003,-0.151,-15.1,False,
2026-01-07,TSLA,TSLA260107C00437500,437.5,SIM,3:50 PM,0.0051,3:55 PM,0.0,-0.0051,-0.51,False,
2026-01-09,TSLA,TSLA260109C00445000,445.0,REAL,3:50 PM,0.72,3:55 PM,0.48,-0.24,-24.0,False,
2026-01-12,TSLA,TSLA260112C00450000,450.0,SIM,3:50 PM,0.2052,3:55 PM,0.0972,-0.108,-10.8,False,
2026-01-14,TSLA,TSLA260114C00437500,437.5,SIM,3:50 PM,0.5637,3:55 PM,1.7247,1.161,116.1,True,
2026-01-16,TSLA,TSLA260116C00440000,440.0,REAL,3:50 PM,0.18,3:55 PM,0.02,-0.16,-16.0,False,
2026-01-21,TSLA,TSLA260121C00437500,437.5,SIM,3:50 PM,0.0,3:55 PM,0.0,-0.0,-0.0,False,
2026-01-23,TSLA,TSLA260123C00447500,447.5,REAL,3:50 PM,0.44,3:55 PM,1.08,0.64,64.0,True,
2026-01-26,TSLA,TSLA260126C00437500,437.5,SIM,3:50 PM,0.1042,3:55 PM,0.0617,-0.0424,-4.24,False,
2026-01-28,TSLA,TSLA260128C00435000,435.0,SIM,3:50 PM,0.3304,3:55 PM,0.0322,-0.2982,-29.82,False,
2026-01-30,TSLA,TSLA260130C00432500,432.5,REAL,3:50 PM,2.15,3:55 PM,0.41,-1.74,-174.0,False,
2026-02-02,TSLA,TSLA260202C00422500,422.5,REAL,3:50 PM,0.51,3:55 PM,0.31,-0.2,-20.0,False,
2026-02-04,TSLA,TSLA260204C00407500,407.5,REAL,3:50 PM,0.96,3:55 PM,0.16,-0.8,-80.0,False,
2026-02-06,TSLA,TSLA260206C00412500,412.5,REAL,3:50 PM,1.85,3:55 PM,0.11,-1.74,-174.0,False,
2026-02-09,TSLA,TSLA260209C00420000,420.0,REAL,3:50 PM,0.12,3:55 PM,0.03,-0.09,-9.0,False,
2026-02-11,TSLA,TSLA260211C00427500,427.5,REAL,3:50 PM,0.45,3:55 PM,1.39,0.94,94.0,True,
