"# Backtest method: MAX EXPECTED PROFIT, target-spend sized (win_rate × avg_payoff)  (by day of week)"
"# Position sizing: contracts = ceil($1.00 / option_price), min 1 — minimum ~$100 premium per trade (more if the option costs over $1.00/share). P&L and the optimal time reflect the contract count."
# Lookback = 730 calendar days
# Trading window = 2-4PM ET
# Generated 2026-06-18 01:13:15  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Friday,2025-08-08,AAPL,AAPL250808C00230000,230.0,REAL,3:40 PM,0.09,3:55 PM,0.18,0.09,12,108.0,108.0,True,
Friday,2025-08-15,AAPL,AAPL250815C00230000,230.0,REAL,3:40 PM,1.66,3:55 PM,1.42,-0.24,1,166.0,-24.0,False,
Friday,2025-08-22,AAPL,AAPL250822C00227500,227.5,REAL,3:40 PM,0.36,3:55 PM,0.43,0.07,3,108.0,21.0,True,
Friday,2025-08-29,AAPL,AAPL250829C00232500,232.5,REAL,3:40 PM,0.48,3:55 PM,0.11,-0.37,3,144.0,-111.0,False,
Friday,2025-09-05,AAPL,AAPL250905C00240000,240.0,REAL,3:40 PM,0.2,3:55 PM,0.01,-0.19,5,100.0,-95.0,False,
Friday,2025-09-12,AAPL,AAPL250912C00232500,232.5,REAL,3:40 PM,1.28,3:55 PM,1.52,0.24,1,128.0,24.0,True,
Friday,2025-09-19,AAPL,AAPL250919C00245000,245.0,REAL,3:40 PM,0.55,3:55 PM,0.73,0.18,2,110.0,36.0,True,
Friday,2025-09-26,AAPL,AAPL250926C00255000,255.0,REAL,3:40 PM,0.35,3:55 PM,0.35,0.0,3,105.0,0.0,False,
Friday,2025-10-03,AAPL,AAPL251003C00257500,257.5,REAL,3:40 PM,0.55,3:55 PM,0.24,-0.31,2,110.0,-62.0,False,
Friday,2025-10-10,AAPL,AAPL251010C00247500,247.5,REAL,3:40 PM,0.09,3:54 PM,0.02,-0.07,12,108.0,-84.0,False,
Friday,2025-10-17,AAPL,AAPL251017C00252500,252.5,REAL,3:40 PM,0.84,3:55 PM,0.11,-0.73,2,168.0,-146.0,False,
Friday,2025-10-24,AAPL,AAPL251024C00265000,265.0,REAL,3:40 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-10-31,AAPL,AAPL251031C00272500,272.5,REAL,3:40 PM,0.22,3:55 PM,0.01,-0.21,5,110.0,-105.0,False,
Friday,2025-11-07,AAPL,AAPL251107C00267500,267.5,REAL,3:40 PM,0.75,3:55 PM,0.94,0.19,2,150.0,38.0,True,
Friday,2025-11-14,AAPL,AAPL251114C00275000,275.0,REAL,3:40 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2025-11-21,AAPL,AAPL251121C00272500,272.5,REAL,3:40 PM,0.12,3:55 PM,0.01,-0.11,9,108.0,-99.0,False,
Friday,2025-11-28,AAPL,,0.0,MISS,3:40 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2025-12-05,AAPL,AAPL251205C00277500,277.5,REAL,3:40 PM,1.47,3:55 PM,0.78,-0.69,1,147.0,-69.0,False,
Friday,2025-12-12,AAPL,AAPL251212C00277500,277.5,REAL,3:40 PM,0.23,3:55 PM,0.64,0.41,5,115.0,205.0,True,
Friday,2025-12-19,AAPL,AAPL251219C00270000,270.0,REAL,3:40 PM,1.05,3:55 PM,2.95,1.9,1,105.0,190.0,True,
Friday,2025-12-26,AAPL,AAPL251226C00275000,275.0,REAL,3:40 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2026-01-02,AAPL,AAPL260102C00270000,270.0,REAL,3:40 PM,0.71,3:55 PM,0.7,-0.01,2,142.0,-2.0,False,
Friday,2026-01-09,AAPL,AAPL260109C00260000,260.0,REAL,3:40 PM,0.09,3:55 PM,0.01,-0.08,12,108.0,-96.0,False,
Friday,2026-01-16,AAPL,AAPL260116C00257500,257.5,REAL,3:40 PM,0.01,3:56 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2026-01-23,AAPL,AAPL260123C00247500,247.5,REAL,3:40 PM,0.98,3:55 PM,0.58,-0.4,2,196.0,-80.0,False,
Friday,2026-01-30,AAPL,AAPL260130C00257500,257.5,REAL,3:40 PM,3.35,3:55 PM,2.3,-1.05,1,335.0,-105.0,False,
Friday,2026-02-06,AAPL,AAPL260206C00277500,277.5,REAL,3:40 PM,0.47,3:55 PM,1.22,0.75,3,141.0,225.0,True,
Friday,2026-02-13,AAPL,AAPL260213C00260000,260.0,REAL,3:39 PM,0.01,3:56 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2026-02-20,AAPL,AAPL260220C00265000,265.0,REAL,3:40 PM,0.01,3:55 PM,0.08,0.07,100,100.0,700.0,True,
Friday,2026-02-27,AAPL,AAPL260227C00265000,265.0,REAL,3:40 PM,0.54,3:55 PM,0.01,-0.53,2,108.0,-106.0,False,
Friday,2026-03-06,AAPL,AAPL260306C00257500,257.5,REAL,3:40 PM,0.2,3:55 PM,0.1,-0.1,5,100.0,-50.0,False,
Friday,2026-03-13,AAPL,AAPL260313C00252500,252.5,REAL,3:39 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2026-03-20,AAPL,AAPL260320C00247500,247.5,REAL,3:40 PM,0.66,3:55 PM,0.63,-0.03,2,132.0,-6.0,False,
Friday,2026-03-27,AAPL,AAPL260327C00250000,250.0,REAL,3:40 PM,0.03,3:55 PM,0.02,-0.01,34,102.0,-34.0,False,
Friday,2026-04-03,AAPL,AAPL260402C00255000,255.0,REAL,3:40 PM,0.47,3:55 PM,1.04,0.57,3,141.0,171.0,True,Fri closed → Thu expiry
Friday,2026-04-10,AAPL,AAPL260410C00260000,260.0,REAL,3:40 PM,0.05,3:55 PM,0.32,0.27,20,100.0,540.0,True,
Friday,2026-04-17,AAPL,AAPL260417C00270000,270.0,REAL,3:40 PM,0.39,3:55 PM,0.29,-0.1,3,117.0,-30.0,False,
Friday,2026-04-24,AAPL,AAPL260424C00270000,270.0,REAL,3:40 PM,0.38,3:55 PM,1.15,0.77,3,114.0,231.0,True,
Friday,2026-05-01,AAPL,AAPL260501C00282500,282.5,REAL,3:40 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2026-05-08,AAPL,AAPL260508C00292500,292.5,REAL,3:40 PM,1.11,3:55 PM,1.1,-0.01,1,111.0,-1.0,False,
Friday,2026-05-15,AAPL,AAPL260515C00302500,302.5,REAL,3:40 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2026-05-22,AAPL,AAPL260522C00310000,310.0,REAL,3:40 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
Friday,2026-05-29,AAPL,AAPL260529C00310000,310.0,REAL,3:40 PM,1.81,3:55 PM,2.2,0.39,1,181.0,39.0,True,
Friday,2026-06-05,AAPL,AAPL260605C00312500,312.5,REAL,3:40 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2026-06-12,AAPL,AAPL260612C00290000,290.0,REAL,3:40 PM,0.61,3:55 PM,1.35,0.74,2,122.0,148.0,True,
Friday,2024-06-21,TSLA,TSLA240621C00180000,180.0,REAL,3:50 PM,2.3,3:55 PM,3.44,1.14,1,230.0,114.0,True,
Friday,2024-06-28,TSLA,TSLA240628C00195000,195.0,REAL,3:50 PM,2.6,3:55 PM,2.96,0.36,1,260.0,36.0,True,
Friday,2024-07-05,TSLA,TSLA240705C00247500,247.5,REAL,3:50 PM,2.51,3:55 PM,3.7,1.19,1,251.0,119.0,True,
Friday,2024-07-12,TSLA,TSLA240712C00250000,250.0,REAL,3:50 PM,0.07,3:55 PM,0.05,-0.02,15,105.0,-30.0,False,
Friday,2024-07-19,TSLA,TSLA240719C00240000,240.0,REAL,3:50 PM,0.09,3:55 PM,0.08,-0.01,12,108.0,-12.0,False,
Friday,2024-07-26,TSLA,TSLA240726C00220000,220.0,REAL,3:50 PM,0.19,3:55 PM,0.06,-0.13,6,114.0,-78.0,False,
Friday,2024-08-02,TSLA,TSLA240802C00207500,207.5,REAL,3:50 PM,0.08,3:55 PM,0.6,0.52,13,104.0,676.0,True,
Friday,2024-08-09,TSLA,TSLA240809C00200000,200.0,REAL,3:50 PM,0.12,3:55 PM,0.09,-0.03,9,108.0,-27.0,False,
Friday,2024-08-16,TSLA,TSLA240816C00217500,217.5,REAL,3:50 PM,0.01,3:55 PM,0.02,0.01,100,100.0,100.0,True,
Friday,2024-08-23,TSLA,TSLA240823C00220000,220.0,REAL,3:50 PM,0.44,3:55 PM,0.4,-0.04,3,132.0,-12.0,False,
Friday,2024-08-30,TSLA,TSLA240830C00210000,210.0,REAL,3:50 PM,2.83,3:55 PM,3.9,1.07,1,283.0,107.0,True,
Friday,2024-09-06,TSLA,TSLA240906C00215000,215.0,REAL,3:50 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2024-09-13,TSLA,TSLA240913C00227500,227.5,REAL,3:50 PM,2.7,3:55 PM,2.56,-0.14,1,270.0,-14.0,False,
Friday,2024-09-20,TSLA,TSLA240920C00237500,237.5,REAL,3:50 PM,0.8,3:55 PM,1.49,0.69,2,160.0,138.0,True,
Friday,2024-09-27,TSLA,TSLA240927C00260000,260.0,REAL,3:50 PM,0.31,3:55 PM,0.28,-0.03,4,124.0,-12.0,False,
Friday,2024-10-04,TSLA,TSLA241004C00250000,250.0,REAL,3:50 PM,0.17,3:55 PM,0.15,-0.02,6,102.0,-12.0,False,
Friday,2024-10-11,TSLA,TSLA241011C00220000,220.0,REAL,3:50 PM,0.02,3:55 PM,0.03,0.01,50,100.0,50.0,True,
Friday,2024-10-18,TSLA,TSLA241018C00220000,220.0,REAL,3:50 PM,0.86,3:55 PM,0.67,-0.19,2,172.0,-38.0,False,
Friday,2024-10-25,TSLA,TSLA241025C00267500,267.5,REAL,3:50 PM,1.15,3:55 PM,1.76,0.61,1,115.0,61.0,True,
Friday,2024-11-01,TSLA,TSLA241101C00247500,247.5,REAL,3:50 PM,0.88,3:55 PM,1.83,0.95,2,176.0,190.0,True,
Friday,2024-11-08,TSLA,TSLA241108C00325000,325.0,REAL,3:50 PM,0.06,3:55 PM,0.05,-0.01,17,102.0,-17.0,False,
Friday,2024-11-15,TSLA,TSLA241115C00317500,317.5,REAL,3:50 PM,2.3,3:55 PM,3.55,1.25,1,230.0,125.0,True,
Friday,2024-11-22,TSLA,TSLA241122C00355000,355.0,REAL,3:50 PM,0.12,3:55 PM,0.02,-0.1,9,108.0,-90.0,False,
Friday,2024-11-29,TSLA,,0.0,MISS,3:50 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2024-12-06,TSLA,TSLA241206C00375000,375.0,REAL,3:50 PM,11.09,3:55 PM,13.65,2.56,1,1109.0,256.0,True,
Friday,2024-12-13,TSLA,TSLA241213C00435000,435.0,REAL,3:50 PM,0.62,3:55 PM,1.2,0.58,2,124.0,116.0,True,
Friday,2024-12-20,TSLA,TSLA241220C00437500,437.5,REAL,3:50 PM,0.04,3:55 PM,0.01,-0.03,25,100.0,-75.0,False,
Friday,2024-12-27,TSLA,TSLA241227C00435000,435.0,REAL,3:50 PM,0.1,3:55 PM,0.1,0.0,10,100.0,0.0,False,
Friday,2025-01-03,TSLA,TSLA250103C00402500,402.5,REAL,3:50 PM,7.0,3:55 PM,7.6,0.6,1,700.0,60.0,True,
Friday,2025-01-10,TSLA,TSLA250110C00397500,397.5,REAL,3:50 PM,0.07,3:55 PM,0.04,-0.03,15,105.0,-45.0,False,
Friday,2025-01-17,TSLA,TSLA250117C00440000,440.0,REAL,3:50 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-01-24,TSLA,TSLA250124C00407500,407.5,REAL,3:50 PM,0.25,3:55 PM,0.31,0.06,4,100.0,24.0,True,
Friday,2025-01-31,TSLA,TSLA250131C00412500,412.5,REAL,3:49 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-02-07,TSLA,TSLA250207C00367500,367.5,REAL,3:50 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
Friday,2025-02-14,TSLA,TSLA250214C00352500,352.5,REAL,3:50 PM,2.73,3:55 PM,3.29,0.56,1,273.0,56.0,True,
Friday,2025-02-21,TSLA,TSLA250221C00337500,337.5,REAL,3:50 PM,0.18,3:55 PM,0.95,0.77,6,108.0,462.0,True,
Friday,2025-02-28,TSLA,TSLA250228C00282500,282.5,REAL,3:50 PM,7.62,3:55 PM,9.2,1.58,1,762.0,158.0,True,
Friday,2025-03-07,TSLA,TSLA250307C00262500,262.5,REAL,3:50 PM,0.31,3:55 PM,0.55,0.24,4,124.0,96.0,True,
Friday,2025-03-14,TSLA,TSLA250314C00250000,250.0,REAL,3:50 PM,0.08,3:55 PM,0.05,-0.03,13,104.0,-39.0,False,
Friday,2025-03-21,TSLA,TSLA250321C00247500,247.5,REAL,3:50 PM,0.98,3:55 PM,0.56,-0.42,2,196.0,-84.0,False,
Friday,2025-03-28,TSLA,TSLA250328C00265000,265.0,REAL,3:50 PM,0.09,3:55 PM,0.15,0.06,12,108.0,72.0,True,
Friday,2025-04-04,TSLA,TSLA250404C00245000,245.0,REAL,3:50 PM,0.1,3:55 PM,0.04,-0.06,10,100.0,-60.0,False,
Friday,2025-04-11,TSLA,TSLA250411C00250000,250.0,REAL,3:50 PM,0.84,3:55 PM,1.48,0.64,2,168.0,128.0,True,
Friday,2025-04-18,TSLA,TSLA250417C00240000,240.0,REAL,3:50 PM,0.88,3:55 PM,0.9,0.02,2,176.0,4.0,True,Fri closed → Thu expiry
Friday,2025-04-25,TSLA,TSLA250425C00282500,282.5,REAL,3:50 PM,2.04,3:55 PM,2.25,0.21,1,204.0,21.0,True,
Friday,2025-05-02,TSLA,TSLA250502C00295000,295.0,REAL,3:50 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-05-09,TSLA,TSLA250509C00300000,300.0,REAL,3:50 PM,0.08,3:55 PM,0.02,-0.06,13,104.0,-78.0,False,
Friday,2025-05-16,TSLA,TSLA250516C00347500,347.5,REAL,3:50 PM,1.6,3:55 PM,1.92,0.32,1,160.0,32.0,True,
Friday,2025-05-23,TSLA,TSLA250523C00342500,342.5,REAL,3:50 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
Friday,2025-05-30,TSLA,TSLA250530C00350000,350.0,REAL,3:50 PM,0.43,3:55 PM,0.05,-0.38,3,129.0,-114.0,False,
Friday,2025-06-06,TSLA,TSLA250606C00300000,300.0,REAL,3:50 PM,0.02,3:55 PM,0.06,0.04,50,100.0,200.0,True,
Friday,2025-06-13,TSLA,TSLA250613C00332500,332.5,REAL,3:50 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-06-20,TSLA,TSLA250620C00322500,322.5,REAL,3:50 PM,0.05,3:55 PM,0.24,0.19,20,100.0,380.0,True,
Friday,2025-06-27,TSLA,TSLA250627C00322500,322.5,REAL,3:50 PM,0.39,3:55 PM,0.95,0.56,3,117.0,168.0,True,
Friday,2025-07-04,TSLA,,0.0,MISS,3:50 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
Friday,2025-07-11,TSLA,TSLA250711C00310000,310.0,REAL,3:50 PM,3.49,3:55 PM,3.75,0.26,1,349.0,26.0,True,
Friday,2025-07-18,TSLA,TSLA250718C00327500,327.5,REAL,3:50 PM,1.84,3:55 PM,1.63,-0.21,1,184.0,-21.0,False,
Friday,2025-07-25,TSLA,TSLA250725C00317500,317.5,REAL,3:50 PM,0.02,3:55 PM,0.02,0.0,50,100.0,0.0,False,
Friday,2025-08-01,TSLA,TSLA250801C00302500,302.5,REAL,3:50 PM,0.75,3:55 PM,0.67,-0.08,2,150.0,-16.0,False,
Friday,2025-08-08,TSLA,TSLA250808C00330000,330.0,REAL,3:50 PM,0.06,3:55 PM,0.06,0.0,17,102.0,0.0,False,
Friday,2025-08-15,TSLA,TSLA250815C00332500,332.5,REAL,3:50 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
Friday,2025-08-22,TSLA,TSLA250822C00337500,337.5,REAL,3:50 PM,1.33,3:55 PM,2.06,0.73,1,133.0,73.0,True,
Friday,2025-08-29,TSLA,TSLA250829C00332500,332.5,REAL,3:50 PM,1.43,3:55 PM,1.35,-0.08,1,143.0,-8.0,False,
Friday,2025-09-05,TSLA,TSLA250905C00350000,350.0,REAL,3:50 PM,0.45,3:55 PM,1.15,0.7,3,135.0,210.0,True,
Friday,2025-09-12,TSLA,TSLA250912C00395000,395.0,REAL,3:50 PM,0.68,3:55 PM,0.65,-0.03,2,136.0,-6.0,False,
Friday,2025-09-19,TSLA,TSLA250919C00425000,425.0,REAL,3:50 PM,1.02,3:55 PM,1.42,0.4,1,102.0,40.0,True,
Friday,2025-09-26,TSLA,TSLA250926C00437500,437.5,REAL,3:50 PM,1.48,3:55 PM,2.28,0.8,1,148.0,80.0,True,
Friday,2025-10-03,TSLA,TSLA251003C00420000,420.0,REAL,3:50 PM,7.22,3:55 PM,9.12,1.9,1,722.0,190.0,True,
Friday,2025-10-10,TSLA,TSLA251010C00417500,417.5,REAL,3:50 PM,0.35,3:55 PM,0.04,-0.31,3,105.0,-93.0,False,
Friday,2025-10-17,TSLA,TSLA251017C00440000,440.0,REAL,3:50 PM,0.17,3:55 PM,0.22,0.05,6,102.0,30.0,True,
