ticker,entry_date,entry_ref,exit_date,exit_ref,weekly_return,weekly_return_pct,bucket,entry_ref_date,exit_ref_date,entry_fallback,exit_fallback,n_entry_bars,n_exit_bars
TSLA,2025-01-17,428.246,2025-01-24,406.5105,-0.050755,-5.08%,down,2025-01-17,2025-01-24,False,False,10,10
TSLA,2025-01-24,406.5105,2025-01-31,404.236,-0.005595,-0.56%,flat,2025-01-24,2025-01-31,False,False,10,10
TSLA,2025-01-31,404.236,2025-02-07,361.8885,-0.104759,-10.48%,down,2025-01-31,2025-02-07,False,False,10,10
TSLA,2025-02-07,361.8885,2025-02-14,355.724,-0.017034,-1.70%,down,2025-02-07,2025-02-14,False,False,10,10
TSLA,2025-02-14,355.724,2025-02-21,337.3255,-0.051721,-5.17%,down,2025-02-14,2025-02-21,False,False,10,10
TSLA,2025-02-21,337.3255,2025-02-28,291.2995,-0.136444,-13.64%,down,2025-02-21,2025-02-28,False,False,10,10
TSLA,2025-02-28,291.2995,2025-03-07,262.071,-0.100338,-10.03%,down,2025-02-28,2025-03-07,False,False,10,10
TSLA,2025-03-07,262.071,2025-03-14,249.635,-0.047453,-4.75%,down,2025-03-07,2025-03-14,False,False,10,10
TSLA,2025-03-14,249.635,2025-03-21,248.261,-0.005504,-0.55%,flat,2025-03-14,2025-03-21,False,False,10,10
TSLA,2025-03-21,248.261,2025-03-28,263.4325,0.061111,6.11%,up,2025-03-21,2025-03-28,False,False,10,10
TSLA,2025-03-28,263.4325,2025-04-04,239.8955,-0.089347,-8.93%,down,2025-03-28,2025-04-04,False,False,10,10
TSLA,2025-04-04,239.8955,2025-04-11,250.9475,0.046070,4.61%,up,2025-04-04,2025-04-11,False,False,10,10
TSLA,2025-04-11,250.9475,2025-04-18,240.9985,-0.039646,-3.96%,down,2025-04-11,2025-04-17,False,True,10,10
TSLA,2025-04-18,240.9985,2025-04-25,284.7065,0.181362,18.14%,up,2025-04-17,2025-04-25,True,False,10,10
TSLA,2025-04-25,284.7065,2025-05-02,287.16,0.008618,0.86%,flat,2025-04-25,2025-05-02,False,False,10,10
TSLA,2025-05-02,287.16,2025-05-09,298.5865,0.039791,3.98%,up,2025-05-02,2025-05-09,False,False,10,10
TSLA,2025-05-09,298.5865,2025-05-16,349.336,0.169966,17.00%,up,2025-05-09,2025-05-16,False,False,10,10
TSLA,2025-05-16,349.336,2025-05-23,339.662,-0.027693,-2.77%,down,2025-05-16,2025-05-23,False,False,10,10
TSLA,2025-05-23,339.662,2025-05-30,347.081,0.021842,2.18%,up,2025-05-23,2025-05-30,False,False,10,10
